idno,name,year,duration_weeks,country,cadre,training_name
01UP043300,Shri Sudhir Kumar,1993,2,USA                                               ,Uttar Pradesh,Performance Contracts                                                                               
01UP045300,Shri Siraj Hussain,1993,26,UNITED KINGDOM                                    ,Uttar Pradesh,U/HULL M.B.A.                                                                                       
01UP045300,Shri Siraj Hussain,2008,2,USA                                               ,Uttar Pradesh,EDS-Leading Change                                                                                  
01UP045600,Shri Vijay Shankar Pandey,1999,13,UNITED KINGDOM                                    ,Uttar Pradesh,IDS SUSSEX PUB MGT&POV                                                                              
01UP045700,Dr. Anil Kumar Gupta,1991,52,UNITED KINGDOM                                    ,Uttar Pradesh,U/YORK MSC IN ADMN SCI                                                                              
01UP046300,Shri Shishir Priyadarshi,1993,52,UNITED KINGDOM                                    ,Uttar Pradesh,U/READING MA RURAL SOC                                                                              
01UP046800,Shri Rajeev Kher,1991,52,UNITED KINGDOM                                    ,Uttar Pradesh,U/WALES MSc ECO S.STUD                                                                              
01UP046800,Shri Rajeev Kher,2001,2,USA                                               ,Uttar Pradesh,ENVRNT ECO.DEVLP POLCY                                                                              
01UP046800,Shri Rajeev Kher,1997,,NETHERLANDS                                       ,Uttar Pradesh,"CHEM WEAPONS CON,HAGUE                                                                              "
01UP046800,Shri Rajeev Kher,2002,4,GERMANY,Uttar Pradesh,CONSULTANCY(ST)UNDP                                                                                 
01UP047500,Ms. Aradhana Johri,1991,52,USA                                               ,Uttar Pradesh,U/HARVARD EDWARD S MAS                                                                              
01UP047600,Shri Rakesh Garg,1991,52,SLOVENIA                                          ,Uttar Pradesh,"MBA,PROGM (ICPE)                                                                                    "
01UP048200,Shri Anuj Kumar Bishnoi,2010,1,USA                                               ,Uttar Pradesh,Global Perspective on Governace                                                                     
01UP048200,Shri Anuj Kumar Bishnoi,2013,2,USA                                               ,Uttar Pradesh,Infrastructure in a Market Economy                                                                  
01UP048200,Shri Anuj Kumar Bishnoi,2013,1,AUSTRALIA                                         ,Uttar Pradesh,India Advance Leadership Programme                                                                  
01UP048700,Shri Rajive Kumar,1997,52,USA                                               ,Uttar Pradesh,MASON PROGRM                                                                                        
01UP048700,Shri Rajive Kumar,2008,2,USA                                               ,Uttar Pradesh,Executive Dev. Seminar Leading Change                                                               
01UP048700,Shri Rajive Kumar,2007,2,SINGAPORE                                         ,Uttar Pradesh,Commonwealth 3rd Country Trg.                                                                       
01UP048800,Shri Balvender Kumar,1997,52,UNITED KINGDOM                                    ,Uttar Pradesh,U/BIRMIMGHAM COL.PLAN                                                                               
01UP048900,Ms. Vrinda Sarup,1990,42,USA                                               ,Uttar Pradesh,COR UNIV HUR H HUMPHRY                                                                              
01UP048900,Ms. Vrinda Sarup,1999,1,USA                                               ,Uttar Pradesh,WORLD BANK WASHINGTON                                                                               
01UP049800,Shri Devendra Chaudhary,1995,52,AUSTRALIA                                         ,Uttar Pradesh,M.B.A. IN AUSTRALIA                                                                                 
01UP050200,Shri Avinash K Srivastava,2012,1,UNITED KINGDOM                                    ,Uttar Pradesh,Leadership & Strategic Thinking                                                                     
01UP050200,Shri Avinash K Srivastava,2010,2,USA                                               ,Uttar Pradesh,Short Term Training on Environmental Policy Issues                                                  
01UP050200,Shri Avinash K Srivastava,2013,3,USA                                               ,Uttar Pradesh,"Infrastructure in a Market Economy, Public Private Partnership in a Changing World                  "
01UP050200,Shri Avinash K Srivastava,2014,2,USA                                               ,Uttar Pradesh,Negotiations for Public Leaders  Executive Training                                                 
01UP050400,Shri Pravir Kumar,1998,40,UNITED KINGDOM                                    ,Uttar Pradesh,U/SWANSEA MSC S DEV PL                                                                              
01UP050500,Shri Pradip Bhatnagar,2003,52,AUSTRALIA                                         ,Uttar Pradesh,MBA IN  AUSTRALIA                                                                                   
01UP050600,Shri Dinesh Singh,2000,14,UNITED KINGDOM                                    ,Uttar Pradesh,PUB.MGT&POVERTY REDUCT                                                                              
01UP050600,Shri Dinesh Singh,2013,2,USA                                               ,Uttar Pradesh,Infrastructure in a Market Economy                                                                  
01UP050600,Shri Dinesh Singh,2014,2,USA                                               ,Uttar Pradesh,Negotiations for Public Leaders Executive Training                                                  
01UP050600,Shri Dinesh Singh,2013,1,AUSTRALIA                                         ,Uttar Pradesh,India Advanced Leadership Program(IALP)                                                             
01UP050800,Shri Rajendra Mohan Srivastava,2005,10,NETHERLANDS                                       ,Uttar Pradesh,"GOVERNANCE,DEMOCRATIZATION                                                                          "
01UP051100,Dr. Susheel Kumar,1998,52,UNITED KINGDOM                                    ,Uttar Pradesh,"U/BIRMINGHAM,M.B.A.                                                                                 "
01UP051400,Shri J S Deepak,1995,3,USA                                               ,Uttar Pradesh,ADVAN FAMILY HEALTH CO                                                                              
01UP051400,Shri J S Deepak,2008,1,AUSTRALIA                                         ,Uttar Pradesh,Successful Evaluation and Management of Public Sector Projects                                      
01UP051500,Shri Rohit Nandan,2000,52,UNITED KINGDOM                                    ,Uttar Pradesh,U/HULL MBA                                                                                          
01UP051500,Shri Rohit Nandan,1994,2,USA                                               ,Uttar Pradesh,PVT POWER EMG.ECO.FIN.                                                                              
01UP051500,Shri Rohit Nandan,2008,2,USA                                               ,Uttar Pradesh,"Envirnmental Policy Issues,                                                                         "
01UP051600,Shri Prabhas Kumar Jha,2008,2,USA                                               ,Uttar Pradesh,EDS-Leading Change                                                                                  
01UP052200,Shri Rajeev Kapoor,1997,5,UNITED KINGDOM                                    ,Uttar Pradesh,TOTAL QUALITY MGT                                                                                   
01UP052200,Shri Rajeev Kapoor,2000,5,USA                                               ,Uttar Pradesh,INVESTMT APPRIASAL                                                                                  
01UP052800,Shri Raj Pratap Singh,2009,2,USA                                               ,Uttar Pradesh,Fiscal Dectln & local Govt.financial Mgt.                                                           
01UP053000,Shri Sanjiv Saran,1999,12,UNITED KINGDOM                                    ,Uttar Pradesh,PUB MGT POV&REDUCT U.K                                                                              
01UP053400,Shri Biresh Kumar,1999,52,UNITED KINGDOM                                    ,Uttar Pradesh,U/BIRMINGHAM MBA                                                                                    
01UP053400,Shri Biresh Kumar,2013,1,USA                                               ,Uttar Pradesh,Innovation for Economic Development  10th Anniversary                                               
01UP053400,Shri Biresh Kumar,2008,2,AUSTRALIA                                         ,Uttar Pradesh,Successful Eval.& Mgt of PSP                                                                        
01UP053600,Shri Arun Kumar Sinha,2001,39,UNITED KINGDOM                                    ,Uttar Pradesh,U/BIRMINGHAM MBA PUB                                                                                
01UP054500,Dr. Anant Kumar Singh,2002,56,AUSTRALIA                                         ,Uttar Pradesh,U/SWINBURNE M.B.A.PROG                                                                              
01UP054600,Shri Durga Shanker Mishra,2008,2,UNITED KINGDOM                                    ,Uttar Pradesh,"Ethics & Accountability,RIPA                                                                        "
01UP054600,Shri Durga Shanker Mishra,2013,1,UNITED KINGDOM                                    ,Uttar Pradesh,Leadership and strategic Thinking                                                                   
01UP054600,Shri Durga Shanker Mishra,2001,3,USA                                               ,Uttar Pradesh,FLAGSHIP COURSE-WBI                                                                                 
01UP054600,Shri Durga Shanker Mishra,2004,2,USA                                               ,Uttar Pradesh,Anti Terrorism Modules-ATA                                                                          
01UP054600,Shri Durga Shanker Mishra,1999,52,AUSTRALIA                                         ,Uttar Pradesh,"MBA, International Business                                                                         "
01UP054600,Shri Durga Shanker Mishra,2007,10,NETHERLANDS                                       ,Uttar Pradesh,PG Diploma in ISS                                                                                   
01UP054800,Dr. Anup Chandra Pandey,1999,3,SOUTH AFRICA                                      ,Uttar Pradesh,NL COUN ST AGRL MKG BD                                                                              
01UP055400,Dr. Prabhat Kumar,2000,56,AUSTRALIA                                         ,Uttar Pradesh,MBA COURSE IN AUSTRALA                                                                              
01UP055400,Dr. Prabhat Kumar,1999,1,CHINA                                             ,Uttar Pradesh,5TH ASIA PACI COOP M C                                                                              
01UP055500,Shri Rajendra Kumar Tiwari,2003,52,UNITED KINGDOM                                    ,Uttar Pradesh,MA in Governance & Dev                                                                              
01UP055600,Shri Bhupendra Singh,2007,2,UNITED KINGDOM                                    ,Uttar Pradesh,Short Term Trg. Programme                                                                           
01UP056401,Dr.(Ms.) Anita Bhatnagar Jain,2013,1,                                                  ,Uttar Pradesh,Leadership Programme(EGPL)                                                                          
01UP056401,Dr.(Ms.) Anita Bhatnagar Jain,2013,1,                                                  ,Uttar Pradesh,Study Tour onEstonian e-Governace organized by e-Governace Academy                                  
01UP056401,Dr.(Ms.) Anita Bhatnagar Jain,1995,10,USA                                               ,Uttar Pradesh,SUST DEVL MGT TERI                                                                                  
01UP056401,Dr.(Ms.) Anita Bhatnagar Jain,2008,2,USA                                               ,Uttar Pradesh,Executive Dev. Seminar                                                                              
01UP056700,Shri Alok Tandon,2010,12,UNITED KINGDOM                                    ,Uttar Pradesh,The Chevening Gurukul Leadership Progaramme 2010                                                    
01UP056700,Shri Alok Tandon,2005,2,USA                                               ,Uttar Pradesh,LEADERSHIP POTENTIAL SEMINAR                                                                        
01UP056700,Shri Alok Tandon,2009,2,AUSTRALIA                                         ,Uttar Pradesh,Sucessful Evaluation &Mgt of Pub Sec. project                                                       
01UP057200,Dr. Umesh Sinha,2003,52,UNITED KINGDOM                                    ,Uttar Pradesh,MBA Course                                                                                          
01UP057400,Shri Balwinder Singh Bhullar,2004,3,ITALY                                             ,Uttar Pradesh,"U/ILLINOIS,NORMAL,ILLI                                                                              "
01UP057700,Shri Sanjiv Kumar Mittal,2006,2,UNITED KINGDOM                                    ,Uttar Pradesh,Short Term Training                                                                                 
01UP057500,Dr. Har Saran Das,2004,2,USA                                               ,Uttar Pradesh,Short Term Training                                                                                 
01UP057800,Shri Rama Raman,2008,2,UNITED KINGDOM                                    ,Uttar Pradesh,Managing the Proc. Fun.                                                                             
01UP058200,Dr. Debasish Panda,2005,2,USA                                               ,Uttar Pradesh,Short Term Training                                                                                 
01UP058200,Dr. Debasish Panda,2002,52,PHILIPPINES                                       ,Uttar Pradesh,MDM Programme                                                                                       
01UP058500,Ms. Leena Nandan,2011,37,                                                  ,Uttar Pradesh,APPPA                                                                                               
01UP058500,Ms. Leena Nandan,2003,52,PHILIPPINES                                       ,Uttar Pradesh,MDM TRG. COURSE                                                                                     
01UP058701,Shri Jivesh Nandan,2003,52,PHILIPPINES                                       ,Uttar Pradesh,MDM                                                                                                 
01UP058800,Shri Alok Kumar-I,2006,1,CANADA                                            ,Uttar Pradesh,South Asia Regional Initiative for Energy                                                           
01UP058800,Shri Alok Kumar-I,2004,2,JAPAN                                             ,Uttar Pradesh,Fifth JBIC Seminar for International Finance                                                        
01UP058800,Shri Alok Kumar-I,2012,1,JAPAN                                             ,Uttar Pradesh,The Training Program on Japanese Project Management for Infrastructure Development for India        
01UP059100,Ms. Juthika Patankar,2004,52,FRANCE                                            ,Uttar Pradesh,ECOLE NL ADM.                                                                                       
01UP059600,Shri Manoj Kumar Singh,2006,52,USA                                               ,Uttar Pradesh,Master in Public Administration                                                                     
01UP060300,Ms. Monika Sehgal Garg,2007,2,USA                                               ,Uttar Pradesh,Short Term Trg. Prog.                                                                               
01UP060400,Shri Prashant Trivedi,2006,52,USA                                               ,Uttar Pradesh,MA in International Dev.Univ.                                                                       
01UP060500,Shri Amit Mohan Prasad,2005,52,UNITED KINGDOM                                    ,Uttar Pradesh,MA.IN GOVERNANCE & DEV.                                                                             
01UP060900,Shri Sanjay R Bhoosreddy,2007,2,USA                                               ,Uttar Pradesh,OPN Leadersip-360                                                                                   
01UP060900,Shri Sanjay R Bhoosreddy,2014,1,AUSTRALIA                                         ,Uttar Pradesh,Advance Leadership Programme                                                                        
01UP061200,Ms. Kalpana Awasthi,2009,52,USA                                               ,Uttar Pradesh,M A Prog  in Intl. Dev. Policy                                                                      
01UP061200,Ms. Kalpana Awasthi,1999,10,JAPAN                                             ,Uttar Pradesh,Local Government                                                                                    
01UP061400,Shri Deepak Kumar,2006,52,USA                                               ,Uttar Pradesh,MA in International Dev.Policy                                                                      
01UP061500,Shri Nitin Ramesh Gokarn,2000,2,                                                  ,Uttar Pradesh,Management & IT                                                                                     
01UP061500,Shri Nitin Ramesh Gokarn,2003,2,                                                  ,Uttar Pradesh,E-Goverance                                                                                         
01UP061500,Shri Nitin Ramesh Gokarn,2003,2,                                                  ,Uttar Pradesh,Public Admn                                                                                         
01UP061500,Shri Nitin Ramesh Gokarn,2004,104,                                                  ,Uttar Pradesh,PUB.POLICY & MGT                                                                                    
01UP061700,Shri Rajneesh Gupta,2009,1,                                                  ,Uttar Pradesh,Infrastructure Dev. and Financing                                                                   
01UP062001,Shri Sudhir Garg,2007,2,USA                                               ,Uttar Pradesh,Short Term Trg. Prog.                                                                               
01UP062200,Ms. Nivedita Shukla Verma,2006,2,UNITED KINGDOM                                    ,Uttar Pradesh,Short Term Training                                                                                 
01UP062402,Shri Babu Lal Meena,2007,2,USA                                               ,Uttar Pradesh,Short Term Training                                                                                 
01UP062402,Shri Babu Lal Meena,2009,52,NETHERLANDS                                       ,Uttar Pradesh,MA in Pub.Polilcy & Mgmt.                                                                           
01UP062600,Shri Narendra Bhooshan,2004,2,USA                                               ,Uttar Pradesh,Short Term Training                                                                                 
01UP062600,Shri Narendra Bhooshan,2005,2,USA                                               ,Uttar Pradesh,LEADERSHIP POTENTIAL SEMINAR                                                                        
01UP062600,Shri Narendra Bhooshan,2007,52,USA                                               ,Uttar Pradesh,MA in International Dev.Policy                                                                      
01UP062600,Shri Narendra Bhooshan,2008,4,USA                                               ,Uttar Pradesh,Prog.on Project Appraisal & Risk Mgmt                                                               
01UP063000,Ms. Veena Kumari Meena,2014,2,USA                                               ,Uttar Pradesh,Ethics & Governance Executive Train ing                                                             
01UP063000,Ms. Veena Kumari Meena,2008,2,AUSTRALIA                                         ,Uttar Pradesh,Curruption and Anti curroption                                                                      
01UP063000,Ms. Veena Kumari Meena,2009,52,NETHERLANDS                                       ,Uttar Pradesh,MA in Public Policy & Mgmt.                                                                         
01UP063200,Shri Alok Kumar-Ii,2004,4,USA                                               ,Uttar Pradesh,Project Appraisal                                                                                   
01UP063200,Shri Alok Kumar-Ii,2008,2,USA                                               ,Uttar Pradesh,Project Appraisal and Risk Managment (Advanced)                                                     
01UP063600,Shri Partha Sarthi Sensharma,2007,52,SLOVENIA                                          ,Uttar Pradesh,MBA Course                                                                                          
01UP064100,Shri Amod Kumar,2003,27,JAPAN                                             ,Uttar Pradesh,FELLOWSHIP PROG IDEAS                                                                               
01UP064600,Shri Khatravath Ravinder Naik,2006,2,UNITED KINGDOM                                    ,Uttar Pradesh,Short Term Training                                                                                 
01UP065000,Shri Dheeraj Sahu,2006,52,USA                                               ,Uttar Pradesh,MA in International Dev.Policy                                                                      
01UP065100,Shri M Devaraj,2013,1,UNITED KINGDOM                                    ,Uttar Pradesh,Cambridge Leadership and Strategic Thinking Programme                                               
01UP065100,Shri M Devaraj,2014,2,USA                                               ,Uttar Pradesh,Negotiations for Public Leaders                                                                     
01UP065100,Shri M Devaraj,2011,4,AUSTRALIA                                         ,Uttar Pradesh,AusAID Introcuctory Academic Programme                                                              
01UP065100,Shri M Devaraj,2012,8,AUSTRALIA                                         ,Uttar Pradesh,Internship                                                                                          
01UP065100,Shri M Devaraj,2012,12,AUSTRALIA                                         ,Uttar Pradesh,Internship                                                                                          
01UP065100,Shri M Devaraj,2012,1,AUSTRALIA                                         ,Uttar Pradesh,IP Australia -QUT Masters of Intellectual Property Law Placement                                    
01UP065100,Shri M Devaraj,2012,44,AUSTRALIA                                         ,Uttar Pradesh,Leadership for Development Program                                                                  
01UP065100,Shri M Devaraj,2012,2,CANADA                                            ,Uttar Pradesh,Study Tour of Senior Civil Servants from India and Sri- Lanka                                       
01UP065600,Shri Mahendra Prasad Agarwal,2007,52,UNITED KINGDOM                                    ,Uttar Pradesh,MA in Governance & Dev.                                                                             
01UP065900,Dr. M K Shanmuga Sundaram,2003,2,                                                  ,Uttar Pradesh,Junior Level 1994-97 Batches                                                                        
01UP065900,Dr. M K Shanmuga Sundaram,2007,2,UNITED KINGDOM                                    ,Uttar Pradesh,Short Term Trg. Programme                                                                           
01UP065900,Dr. M K Shanmuga Sundaram,2010,52,UNITED KINGDOM                                    ,Uttar Pradesh,Long Term Trg. Programme                                                                            
01UP067301,Ms. Sanyukta Samaddar,2008,52,USA                                               ,Uttar Pradesh,MA in Public Admn                                                                                   
01UP067300,Shri Ravinder,2008,52,USA                                               ,Uttar Pradesh,MA in Public Admn                                                                                   
01UP108X04,Shri Vaibhav Shrivastava,2010,1,                                                  ,Uttar Pradesh,Orientation Programme for IAS(P)                                                                    
01UT014501,Shri Sanjay Kumar Srivastava,2007,2,UNITED KINGDOM                                    ,A G M U T,Short Term Training Programme                                                                       
01UT015400,Ms. M Sathiyavathy,1995,7,JAPAN                                             ,A G M U T,SEMINAR ON NL ADMINISR                                                                              
01UT014800,Shri Vijay Shankar Madan,1993,11,UNITED KINGDOM                                    ,A G M U T,RURAL DEV & POVETY                                                                                  
01UT015500,Ms. Nutan Guha Biswas,1996,52,UNITED KINGDOM                                    ,A G M U T,U/BRODFORD MSC MAC-ECO                                                                              
01UT015500,Ms. Nutan Guha Biswas,1991,6,GERMANY EAST                                      ,A G M U T,U/BIRMINGHAM COL.PLAN                                                                               
01UT015700,Shri Kewal Kumar Sharma,2002,0,                                                  ,A G M U T,Colllaborative Negotiation Skills Training                                                          
01UT015700,Shri Kewal Kumar Sharma,2011,0,UNITED KINGDOM                                    ,A G M U T,Study cum Training Programme        Phase V of IAS                                                  
01UT015700,Shri Kewal Kumar Sharma,2010,0,USA                                               ,A G M U T,Study cum Training Kendriya School of Government                                                    
01UT015700,Shri Kewal Kumar Sharma,2012,0,USA                                               ,A G M U T,Study cum Training Programme                                                                        
01UT015700,Shri Kewal Kumar Sharma,1993,65,FRANCE                                            ,A G M U T,"IIPA,PARIS                                                                                          "
01UT015700,Shri Kewal Kumar Sharma,2012,0,FRANCE                                            ,A G M U T,Customized Programme                                                                                
01UT015700,Shri Kewal Kumar Sharma,2014,0,SINGAPORE                                         ,A G M U T,Leader in Urban Transport Planning                                                                  
01UT015800,Shri Jitendra Kumar Dadoo,1995,1,                                                  ,A G M U T,HIPA SW & Poverty Allv                                                                              
01UT016100,Ms. Reena Ray,1988,1,                                                  ,A G M U T,MIS & COMPUTER APPL. IN GOVT. LEVEL-1                                                               
01UT016100,Ms. Reena Ray,1989,1,                                                  ,A G M U T,ENERGY AND ENVIRONMENT                                                                              
01UT016100,Ms. Reena Ray,1991,3,                                                  ,A G M U T,JUNIOR LEVEL 1982-1985                                                                              
01UT016100,Ms. Reena Ray,1998,2,                                                  ,A G M U T,MIDDLE LEVEL-1982-88 BATCHES                                                                        
01UT016100,Ms. Reena Ray,1999,12,UNITED KINGDOM                                    ,A G M U T,PUB MGT&POV REDUCT U.K                                                                              
01UT016500,Shri Jalaj Shrivastava,1999,9,USA                                               ,A G M U T,U/DELAWARE TERI&CEEP                                                                                
01UT016500,Shri Jalaj Shrivastava,2005,2,USA                                               ,A G M U T,Short Term Training                                                                                 
01UT016700,Shri Ramesh Negi,1997,5,USA                                               ,A G M U T,ENVIRON ENERGY & RESOU                                                                              
01UT016800,Ms. Shakuntala Gamlin,1996,6,UNITED KINGDOM                                    ,A G M U T,COLMBO PL MGT CHG ASCI                                                                              
01UT016800,Ms. Shakuntala Gamlin,2002,3,USA                                               ,A G M U T,REDUCTION  GASES EMISSION                                                                           
01UT017000,Shri Arun Goyal,1998,52,UNITED KINGDOM                                    ,A G M U T,U/GLASGOW M.Sc.DEV MGT                                                                              
01UT017300,Dr. M M Kutty,1996,52,UNITED KINGDOM                                    ,A G M U T,U/READING RURAL SOC DV                                                                              
01UT017400,Shri Anindo Majumdar,2000,52,UNITED KINGDOM                                    ,A G M U T,U/HULL MBA                                                                                          
01UT017400,Shri Anindo Majumdar,2007,3,UNITED KINGDOM                                    ,A G M U T,Short Term Training                                                                                 
01UT017400,Shri Anindo Majumdar,2002,2,MALAYSIA                                          ,A G M U T,CONSULTANCY(ST)UNOPS                                                                                
01UT017500,Shri Janak Digal,2007,2,USA                                               ,A G M U T,Mgt. Dev.Seminar                                                                                    
01UT017500,Shri Janak Digal,1998,4,AUSTRALIA                                         ,A G M U T,AUSAID Trg.on Child Welfare                                                                         
01UT017500,Shri Janak Digal,2003,1,JAPAN                                             ,A G M U T,Conference on Crisis Mgt.                                                                           
01UT018400,Shri Naresh Kumar,2011,5,USA                                               ,A G M U T,Project Appraisal and Risk Management                                                               
01UT018400,Shri Naresh Kumar,1999,52,AUSTRALIA                                         ,A G M U T,"U/SOUTH.CROSS,MBA COUR                                                                              "
01UT018500,Shri Vijay Kumar Dev,2006,52,UNITED KINGDOM                                    ,A G M U T,MBA Course                                                                                          
01UT018500,Shri Vijay Kumar Dev,2002,4,MALAYSIA                                          ,A G M U T,HEALTHY ENVORNT URBAN                                                                               
01UT019002,Ms. Renu Sharma,1998,74,FRANCE                                            ,A G M U T,Long Term Training                                                                                  
01UT019100,Shri Rajendra Kumar,2001,52,PHILIPPINES                                       ,A G M U T,Domestic Funding of                                                                                 
01UT019300,Shri Dharmendra,2001,2,JAPAN                                             ,A G M U T,ENVIRT.MGT.SINGAPORE P                                                                              
01UT019400,Dr. G Narendra Kumar,2011,1,                                                  ,A G M U T,Project Management Professional                                                                     
01UT019400,Dr. G Narendra Kumar,1999,11,UNITED KINGDOM                                    ,A G M U T,Environmental Mgt.                                                                                  
01UT019400,Dr. G Narendra Kumar,2000,8,UNITED KINGDOM                                    ,A G M U T,Integrated Coastal Zone Mgt.                                                                        
01UT019400,Dr. G Narendra Kumar,2002,54,USA                                               ,A G M U T,MA in Pub Adm                                                                                       
01UT019400,Dr. G Narendra Kumar,2002,54,USA                                               ,A G M U T,Informtion Systems Management                                                                       
01UT019900,Shri Arun Baroka,2009,2,AUSTRALIA                                         ,A G M U T,Pub.Health sector reforms mgt. & evaluation progm.                                                  
01UT020000,Ms. Debashri Mukherjee,2007,2,UNITED KINGDOM                                    ,A G M U T,Ess.Consult.Skills Imp.Orgn Eff.                                                                    
01UT020400,Shri Puneet Kumar Goel,2008,2,AUSTRALIA                                         ,A G M U T,Successful Eval & Mgt of PSP                                                                        
01UT020600,Dr. Ranbir Singh,2000,3,UNITED KINGDOM                                    ,A G M U T,MGT.DEV.SR.UR.PUB.HEAL                                                                              
01UT020800,Dr. Mohan Jeet Singh,2004,3,USA                                               ,A G M U T,"U/ILLINOIS,MGT.MON.EVA                                                                              "
01UT021200,Shri Subhas Chandra Lal Das,2006,2,                                                  ,A G M U T,CONSLTCY S.T.                                                                                       
01UT021300,Shri Rajeev Verma,2008,2,USA                                               ,A G M U T,Leadership Potential Seminar                                                                        
01UT021400,Shri Ashwani Kumar,2007,2,UNITED KINGDOM                                    ,A G M U T,Short Term Trg Prog                                                                                 
01UT021400,Shri Ashwani Kumar,2011,0,USA                                               ,A G M U T,M.A Programme in International Dev. Policy                                                          
01UT021500,Shri Sanjiv Kumar,2006,2,UNITED KINGDOM                                    ,A G M U T,Short Term Training                                                                                 
01UT022000,Shri Khilli Ram Meena,2007,2,UNITED KINGDOM                                    ,A G M U T,Short Term Trg. Prog.                                                                               
01UT022014,Shri Hage Kojeen,2007,2,UNITED KINGDOM                                    ,A G M U T,Short term Training                                                                                 
01UT022014,Shri Hage Kojeen,2006,1,CHINA                                             ,A G M U T,Short Term Training                                                                                 
01UT022300,Ms. Rinku Dhugga,2007,2,PHILIPPINES                                       ,A G M U T,Consultancy(Short Term)                                                                             
01UT022400,Shri Amar Nath,2008,52,USA                                               ,A G M U T,M.A. in Intnl. Dev. Policy                                                                          
01UT022500,Dr. Sharat Chauhan,2006,52,UNITED KINGDOM                                    ,A G M U T,M.A.in Governance & Dev.                                                                            
01UT022800,Dr. Sajjan Singh Yadav,2006,2,                                                  ,A G M U T,Consultancy(Short Term)                                                                             
01UT022800,Dr. Sajjan Singh Yadav,2007,52,USA                                               ,A G M U T,Master of Public Administration                                                                     
01UT022800,Dr. Sajjan Singh Yadav,2007,2,PHILIPPINES                                       ,A G M U T,Consultancy(ST)                                                                                     
01UT023000,Shri Chandra Bhushan Kumar,2006,52,USA                                               ,A G M U T,MA  in Public Admn                                                                                  
01UT023200,Shri Anil Kumar Singh,2006,52,SLOVENIA                                          ,A G M U T,MBA Course                                                                                          
01UT023300,Shri H Rajesh Prasad,2007,2,UNITED KINGDOM                                    ,A G M U T,Short Term Training                                                                                 
01UT023400,Shri A Anbarasu,2013,2,SWITZERLAND                                       ,A G M U T,WTO International Trade and   Development at Graduate Instt                                         
01UT023400,Shri A Anbarasu,2012,1,UNITED KINGDOM                                    ,A G M U T,Cambridge Leadership Programme                                                                      
01UT023400,Shri A Anbarasu,2010,2,USA                                               ,A G M U T,"Leadership Potential Seminar at EMDC, West Virginia                                                 "
01UT023500,Shri Chandraker Bharti,2009,0,                                                  ,A G M U T,Advanced Course on WTO for IAS Officers                                                             
01UT023500,Shri Chandraker Bharti,2008,1,GENEVA                                            ,A G M U T,On Trade Negotiations Skills                                                                        
01UT023512,Shri K Lalnghingova,2007,2,THAILAND                                          ,A G M U T,Short Term Training Programme                                                                       
01UT023800,Shri Sandeep Kumar,2010,3,USA                                               ,A G M U T,Fiscal Decentrallisation and Local Govt. Financial Management                                       
01UT024100,Shri Santosh Dattatraya Vaidya,2013,0,                                                  ,A G M U T,Short-term online education courses                                                                 
01UT024100,Shri Santosh Dattatraya Vaidya,2013,0,                                                  ,A G M U T,Short-term online educational Courses                                                               
01UT024211,Shri Belatee Pertin,2008,8,USA                                               ,A G M U T,PH-III IAS Mandatory Training                                                                       
01UT024500,Shri Sudhir Kumar,2004,3,JAPAN                                             ,A G M U T,JICA Youth Dev Prog                                                                                 
01UT025300,Shri Vikas Anand,2005,1,THAILAND                                          ,A G M U T,Damage & Loss Estimation for Risk Management                                                        
01UT807101,Shri Ved Prakash Rao,0,0,UNITED KINGDOM                                    ,A G M U T,Solid Waste Management                                                                              
01UT807201,Shri Cholleti Prabhakar,2008,3,USA                                               ,A G M U T,Mid career training                                                                                 
01WB026600,Dr.(Ms.) Nandita Chatterjee,2010,1,                                                  ,West Bengal,N.A.                                                                                                
01WB026600,Dr.(Ms.) Nandita Chatterjee,1992,44,UNITED KINGDOM                                    ,West Bengal,U/MANCHESTER UK                                                                                     
01WB026600,Dr.(Ms.) Nandita Chatterjee,2006,4,USA                                               ,West Bengal,N.A.                                                                                                
01WB027100,Dr.(Ms.) Tuk Tuk Kumar,1991,16,AUSTRALIA                                         ,West Bengal,CP INTNL EXEC DEV PROG                                                                              
01WB027600,Shri Sanjay Mitra,1995,52,USA                                               ,West Bengal,U/HARVARD MASON FELLW                                                                               
01WB027700,Shri Trilochan Singh,1993,11,UNITED KINGDOM                                    ,West Bengal,RURAL DEV & POVERTY PA                                                                              
01WB027800,Shri Hem Kumar Pande,1999,65,AUSTRALIA                                         ,West Bengal,COURSES AUSTRALIA MBA                                                                               
01WB028000,Shri Subesh Kumar Das,1995,52,UNITED KINGDOM                                    ,West Bengal,U/SWANSEA SOC.DEV.PLG.                                                                              
01WB028200,Shri Basudeb Banerjee,2000,14,UNITED KINGDOM                                    ,West Bengal,PUB.MGT&POVERTY REDUCT                                                                              
01WB028300,Shri Atanu Purkayastha,1996,52,UNITED KINGDOM                                    ,West Bengal,U/STRATHCLYDE MBA                                                                                   
01WB028500,Shri Siddharth,1993,39,UNITED KINGDOM                                    ,West Bengal,DIPLOMA DEV.POLICY UK                                                                               
01WB028600,Shri Gopal Krishna,1994,52,UNITED KINGDOM                                    ,West Bengal,MBA IN PUB SECT MANGMT                                                                              
01WB028700,Shri Bhaskar Khulbe,1994,52,UNITED KINGDOM                                    ,West Bengal,SOCIAL POLICY                                                                                       
