cadre,name,year,duration_weeks,idno,training_name
Madhya Pradesh,Shri Anil Kumar Jain,1997,1,01MP038600,"ASCI,HYD FINCL CONTROL                                                                              "
Madhya Pradesh,Shri Anil Kumar Jain,2001,2,01MP038600,MIDDLE LEVEL TRG                                                                                    
Madhya Pradesh,Shri Pramod Kumar Das,1993,3,01MP038800,DEVELOPMENT PROG                                                                                    
Madhya Pradesh,Shri Pramod Kumar Das,1999,2,01MP038800,IN SERVICE TRG                                                                                      
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,1999,1,01MP039400,Programme on Managing IT for IAS Officers                                                           
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2000,2,01MP039400,Managing the Indian Economy in the Globalized Era  Inputs for Administrative Effectiveness          
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2002,1,01MP039400,Advances Course on WTO                                                                              
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2004,1,01MP039400,Quantitative Methods & Operational Research for Public Policy for IAS Officers                      
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2009,1,01MP039400,Program on Infrasture Development and Financing                                                     
Madhya Pradesh,Shri Rajesh Kumar Chaturvedi,2011,1,01MP039400,Handling the Vigilance Issues in Govt. PSUs/Organization                                            
Madhya Pradesh,Shri Pravir Krishna,2003,2,01MP039900,ECONOMIC POLICY                                                                                     
Madhya Pradesh,Ms. Shikha Dubey,1996,3,01MP040000,ASSAN ADMN COLL GUWAHT                                                                              
Madhya Pradesh,Shri I. C. P. Keshari,1992,2,01MP040600,CIVIL DEFENCE                                                                                       
Madhya Pradesh,Shri I. C. P. Keshari,1996,1,01MP040600,PUBLIC ADMN                                                                                         
Madhya Pradesh,Shri I. C. P. Keshari,1998,2,01MP040600,JUNIOR LEVEL TRG                                                                                    
Madhya Pradesh,Shri I. C. P. Keshari,2001,2,01MP040600,MIDDLE LEVEL TRG                                                                                    
Madhya Pradesh,Shri I. C. P. Keshari,2002,1,01MP040600,ITA&E-GOVERANCE                                                                                     
Madhya Pradesh,Shri I. C. P. Keshari,2004,2,01MP040600,Transforming the Indian Eco.                                                                        
Madhya Pradesh,Shri I. C. P. Keshari,2005,1,01MP040600,Ethical Issues in Todays Admn.                                                                      
Madhya Pradesh,Shri I. C. P. Keshari,2007,1,01MP040600,Nego.Strategies & Pub. Private Partnership                                                          
Madhya Pradesh,Shri I. C. P. Keshari,2008,1,01MP040600,Building Cap.on Com.&Eco.Diplo.                                                                     
Madhya Pradesh,Shri Mohd Suleman,1996,3,01MP041400,JUNIOR LEVEL TRG                                                                                    
Madhya Pradesh,Shri Mohd Suleman,2004,2,01MP041400,MIDDLE LEVEL TRG                                                                                    
Madhya Pradesh,Shri Anurag Jain,1995,1,01MP041500,IRMA ANAND                                                                                          
Madhya Pradesh,Shri Anurag Jain,1996,3,01MP041500,ATI NAINITAL                                                                                        
Madhya Pradesh,Shri T Dharma Rao,1996,3,01MP041700,IAS TRG ADMN NAINITAL                                                                               
Madhya Pradesh,Shri Malay Shrivastava,1995,1,01MP042200,Two days Nl. W.S. of Pro.Officers                                                                   
Madhya Pradesh,Shri Malay Shrivastava,1996,1,01MP042200,YASDA EMPLOY ASSUR SCH                                                                              
Madhya Pradesh,Shri Malay Shrivastava,1997,1,01MP042200,Conference of Project Officers                                                                      
Madhya Pradesh,Shri Malay Shrivastava,2002,1,01MP042200,Mgmt. and Admn.of Election                                                                          
Madhya Pradesh,Shri Pankaj Rag,1996,3,01MP042300,"UP Academy od Admn,                                                                                 "
Madhya Pradesh,Shri Pankaj Rag,1996,2,01MP042300,Decentralized Planning                                                                              
Madhya Pradesh,Dr. Rajesh Kumar Rajora,2003,2,01MP042500,CONSULTY(ST)UNDPIN MP                                                                               
Madhya Pradesh,Shri Satish Chandra Mishra,1997,8,01MP043017,INDUCTION COURSE                                                                                    
Madhya Pradesh,Shri Satish Chandra Mishra,2005,1,01MP043017,ADMINISTRATIVE LAW                                                                                  
Madhya Pradesh,Shri Arun Tiwari,1988,6,01MP043020,LBSNAA MUSSOORIE                                                                                    
Madhya Pradesh,Shri S K Mishra,2001,1,01MP043023,TECH.CONF.WATER RESOUR                                                                              
Madhya Pradesh,Ms. Sudha Choudhary,1986,1,01MP043024,ORGANISATIONAL MGT MP                                                                               
Madhya Pradesh,Ms. Sudha Choudhary,1987,2,01MP043024,FINANCIAL MGT MP                                                                                    
Madhya Pradesh,Ms. Sudha Choudhary,1988,2,01MP043024,ADVANCE COURSE MADRAS                                                                               
Madhya Pradesh,Shri Ashish Srivastava,2000,1,01MP043300,Training on Value Added Tax                                                                         
Madhya Pradesh,Shri Ashish Srivastava,2002,1,01MP043300,Training Programme on IT and E Governance                                                           
Madhya Pradesh,Shri Ashish Srivastava,2008,1,01MP043300,Training Programme for Management of Environment & Natural Resources for IAS Officers               
Madhya Pradesh,Shri Ashish Srivastava,2011,1,01MP043300,Advanced Course on World Trade Organisation & related matters for IAS Officers                      
Madhya Pradesh,Ms. Seema Sharma,1987,1,01MP043613,TRG RURAL DEV JABALPUR                                                                              
Madhya Pradesh,Shri Sanjay Dubey,1996,3,01MP043800,INST WATER CONSER&SOIL                                                                              
Madhya Pradesh,Shri Sanjay Kumar Shukla,1998,1,01MP044500,ECI ELECTORAL MGT&ADMN                                                                              
Madhya Pradesh,Shri S K Pal,1999,2,01MP044726,PUBLIC ADMN GOVT. M.P                                                                               
Madhya Pradesh,Ms. C. E. K. Deshmukh,2013,1,01MP045801,Training Programme on Fiscal Policy and Macroeconomic Management for IAS Officers.                  
Manipur Tripura,Shri Naved Masood,1985,8,01MT006100,ATICALCUTTA                                                                                         
Manipur Tripura,Shri V Chhiber,1998,47,01MT007100,NTL DEFENCE COLLEGE ND                                                                              
Manipur Tripura,Shri P C Lawmkunga,1987,4,01MT007600,PSIPA CHANDIGARH PROG                                                                               
Manipur Tripura,Shri P C Lawmkunga,1997,47,01MT007600,NL DEFENCE COLLEGE ND                                                                               
Manipur Tripura,Shri Sanjay Kumar Panda,1984,2,01MT007800,AGRICULTURE & RD                                                                                    
Manipur Tripura,Shri Sanjay Kumar Panda,1985,3,01MT007800,MULTI  PLANNING                                                                                     
Manipur Tripura,Shri Sanjay Kumar Panda,1987,4,01MT007800,PROG IMPLEMENTATION                                                                                 
Manipur Tripura,Shri Sanjay Kumar Panda,2004,39,01MT007800,APPA COURSE                                                                                         
Manipur Tripura,Shri Pravin Srivastava,1984,2,01MT008000,NIRD HYD RURAL DEV                                                                                  
Manipur Tripura,Shri Pravin Srivastava,1988,4,01MT008000,SPIPA AHEMDABAD ADMN                                                                                
Manipur Tripura,Shri Ajay Narayan Jha,2005,39,01MT008700,31st ADVANCE PROF.PROG.                                                                             
Manipur Tripura,Shri Rajani Ranjan Rashmi,1987,1,01MT009200,MIS & COMPUTER APPL.IN GOVT.LEVEL-1                                                                 
Manipur Tripura,Shri Rajani Ranjan Rashmi,1988,1,01MT009200,URBAN DEV.                                                                                          
Manipur Tripura,Shri Rajani Ranjan Rashmi,1993,3,01MT009200,JUNIOR LEVEL 1984-87 BATCHES                                                                        
Manipur Tripura,Shri Rajani Ranjan Rashmi,1997,1,01MT009200,RE-STRUC.INDIA ECONOMY AND ITS IMPLECATIONS                                                         
Manipur Tripura,Shri Rajani Ranjan Rashmi,1999,2,01MT009200,MIDDLE LEVEL-1983-89 BATCHES                                                                        
Manipur Tripura,Shri Rajani Ranjan Rashmi,2000,1,01MT009200,WTO & INTERNATIONAL TRADE POLICY                                                                    
Manipur Tripura,Dr. Nikhilesh Jha,1988,1,01MT009700,NIC.NEW DELHI                                                                                       
Manipur Tripura,Dr. Nikhilesh Jha,1992,3,01MT009700,RIPA JAIPUR                                                                                         
Manipur Tripura,Dr. Nikhilesh Jha,1995,1,01MT009700,TERI.NEW DELHI                                                                                      
Manipur Tripura,Dr. Nikhilesh Jha,1999,39,01MT009700,IIPA                                                                                                
Manipur Tripura,Dr. Nikhilesh Jha,2000,2,01MT009700,IIM.BANGALORE                                                                                       
Manipur Tripura,Dr. Nikhilesh Jha,2002,1,01MT009700,NLSIU.BANGALORE                                                                                     
Manipur Tripura,Dr. Sanjeev Ranjan,1986,1,01MT010400,POV.ALLEV..PRO.N.E.REG                                                                              
Manipur Tripura,Dr. Sanjeev Ranjan,1987,1,01MT010400,XEIX&RELATED SOFTWARE                                                                               
Manipur Tripura,Dr. Sanjeev Ranjan,1989,1,01MT010400,FINANCIAL MANAGEMENT                                                                                
Manipur Tripura,Dr. Sanjeev Ranjan,1989,1,01MT010400,SMALL INDUSTRIES DEV.                                                                               
Manipur Tripura,Dr. Sanjeev Ranjan,1990,1,01MT010400,COST OF FINANCIAL MANA                                                                              
Manipur Tripura,Dr. Sanjeev Ranjan,1992,4,01MT010400,UNIDO TRG.IND.PROJECT                                                                               
Manipur Tripura,Dr. Sanjeev Ranjan,1993,1,01MT010400,ATI NAINITAL                                                                                        
Manipur Tripura,Dr. Sanjeev Ranjan,1995,1,01MT010400,NL INSTT.INDL.ENG.BOMB                                                                              
Manipur Tripura,Dr. Sanjeev Ranjan,1996,1,01MT010400,INTL.BUSINESS MANGMT                                                                                
Manipur Tripura,Dr. Sanjeev Ranjan,2002,1,01MT010400,"INDIAN INSTT,MGT.AHMED                                                                              "
Manipur Tripura,Dr. Sanjeev Ranjan,2003,48,01MT010400,"NL DEFENCE COLLEGE,N.D                                                                              "
Manipur Tripura,Shri Ramnganing Muivah,1989,0,01MT010500,MIS & Computer APPlications in Govt.                                                                
Manipur Tripura,Shri Ramnganing Muivah,1992,0,01MT010500,Enviornment and Rural Dev.                                                                          
Manipur Tripura,Shri Ramnganing Muivah,1997,0,01MT010500,IAS Middle level Training                                                                           
Manipur Tripura,Shri Ramnganing Muivah,1999,1,01MT010500,Usage of IT Tools                                                                                   
Manipur Tripura,Shri Ramnganing Muivah,2002,0,01MT010500,Management Orientation Programme                                                                    
Manipur Tripura,Shri Ramnganing Muivah,2002,0,01MT010500,Advanced Computer Trg.in Office                                                                     
Manipur Tripura,Shri W. L. Hangshing,1990,6,01MT010600,LBSNAA MUSSOORIE                                                                                    
Manipur Tripura,Dr. Suhel Akhtar,1994,3,01MT011100,LBSNAA MUSSOORIE                                                                                    
Manipur Tripura,Shri J Suresh Babu,1993,3,01MT011400,ADM.TRG.INSTT.MYSORE                                                                                
Manipur Tripura,Shri J Suresh Babu,1999,2,01MT011400,UP ADMN ACDMY NAINITAL                                                                              
Manipur Tripura,Dr. Usurupati Venkateswarlu,1999,2,01MT011500,"LBSNAA,MUSSOORIE                                                                                    "
Manipur Tripura,Dr. Usurupati Venkateswarlu,2000,2,01MT011500,"IIMB,GENL MGT PUB POLY                                                                              "
Manipur Tripura,Shri Ajay Srivastava,1995,3,01MT011700,IMG TRIVANDRUM                                                                                      
Manipur Tripura,Shri Barun Mitra,1995,2,01MT011800,MGT IN GOVT TRIVANDRUM                                                                              
Manipur Tripura,Shri S. K. Dev Verman,1994,3,01MT012400,COMPULSORY TRG FOR IAS                                                                              
Manipur Tripura,Dr. Rajesh Kumar,1994,1,01MT012700,Expert Forum on Demand Reduction in South and South-West Asia                                       
Manipur Tripura,Dr. Rajesh Kumar,2006,1,01MT012700,In-Service Training Programme on Infrastructure Development and Financing                           
Manipur Tripura,Dr. Rajesh Kumar,2006,1,01MT012700,Orientation Coursse for Dy.Secretaries/Directors                                                    
Manipur Tripura,Dr. Rajesh Kumar,2012,1,01MT012700,Experience Sharing Workshop of State-level Implementation of Results-Framework Documents(RFD)       
Manipur Tripura,Shri K Rajeshwar Rao,1994,3,01MT012800,ADMN.TRG.INSTT.MYSORE                                                                               
Manipur Tripura,Shri K Rajeshwar Rao,1999,1,01MT012800,HSMI.NEW DELHI                                                                                      
Manipur Tripura,Shri K Rajeshwar Rao,2001,1,01MT012800,IIM.BANGALORE                                                                                       
Manipur Tripura,Shri K Rajeshwar Rao,2002,4,01MT012800,CONSULTANCY(Short Term)                                                                             
Manipur Tripura,Shri K Rajeshwar Rao,2003,3,01MT012800,CONSULTANCY.TMTC.PUNE                                                                               
Manipur Tripura,Dr. Rakesh Sarwal,1994,4,01MT012900,RIPA                                                                                                
Manipur Tripura,Shri Manoj Kumar,,3,01MT013600,INSERVICE TRAINING                                                                                  
Manipur Tripura,Shri Sanjay Kumar Rakesh,2007,0,01MT013800,2nd PG Prog in Public Policy                                                                        
Manipur Tripura,Shri Alok Kumar,1996,3,01MT013900,ATI NAINITAL                                                                                        
Manipur Tripura,Shri Shashi Ranjan Kumar,1995,2,01MT014700,SPL RURAL DEV PROJ PUN                                                                              
Manipur Tripura,Shri Shashi Ranjan Kumar,1999,2,01MT014700,ATI NAINMITAL                                                                                       
Manipur Tripura,Shri Shashi Ranjan Kumar,1999,2,01MT014700,UPAA.NAINITAL                                                                                       
Manipur Tripura,Shri Vumlunmang Vualnam,2003,1,01MT015200,"DISASTER MGT.NIAS,BANG                                                                              "
Manipur Tripura,Dr. Munnambi V Subba Reddy,1997,1,01MT015400,ACADMY OF ADMN BHUBNEH                                                                              
Manipur Tripura,Dr. Munnambi V Subba Reddy,1999,1,01MT015400,NAAA SHIMLA                                                                                         
Manipur Tripura,Dr. Munnambi V Subba Reddy,1999,2,01MT015400,NISIET HYD                                                                                          
Manipur Tripura,Shri Nagaraju Maddirala,1997,0,01MT015600,DISASTER MGT.                                                                                       
Manipur Tripura,Shri Nagaraju Maddirala,1998,0,01MT015600,PROCUREMENT PROCEDURES IN WORLD BANK AIDED PROJECTS                                                 
Manipur Tripura,Shri Nagaraju Maddirala,2003,0,01MT015600,MICRO CREDIT THROUGH SHGs                                                                           
Manipur Tripura,Shri Vivek Kumar Dewangan,1996,2,01MT015800,Rural Dev & Financing                                                                               
Manipur Tripura,Shri Vivek Kumar Dewangan,1997,2,01MT015800,Information Technology                                                                              
Manipur Tripura,Shri Vivek Kumar Dewangan,1999,2,01MT015800,BIO TECHNOLOGY                                                                                      
Manipur Tripura,Shri Vivek Kumar Dewangan,2002,0,01MT015800,JR.LEVEL 6-9 YRS OF IAS OFFICERS                                                                    
Manipur Tripura,Shri Vivek Kumar Dewangan,2005,2,01MT015800,MIDDLE LEVEL INFRASTRUCTURE DEVELOPMENT AND FINANCING                                               
Manipur Tripura,Shri Ashutosh Jindal,1999,1,01MT016400,"IIPA,NEW DELHI.                                                                                     "
Manipur Tripura,Shri Ashutosh Jindal,2003,2,01MT016400,"LBSNAA,MUSSOORIE                                                                                    "
Manipur Tripura,Shri Ashutosh Jindal,2004,1,01MT016400,"LBSNAA,MUSSOORIE                                                                                    "
Manipur Tripura,Shri Jitendra Kumar Sinha,2003,2,01MT016900,IIM.BANGALORE                                                                                       
Manipur Tripura,Shri Yatendra Kumar,2011,52,01MT017000,4th Prog. on MA in Public Policy &Sustainable Development                                           
Manipur Tripura,Shri Puneet Agarwal,2002,1,01MT017500,WORKSHOP.BHUBANESEWAR                                                                               
Manipur Tripura,Shri Puneet Agarwal,2002,1,01MT017500,VALUE ADDED TAX.                                                                                    
Manipur Tripura,Shri Puneet Agarwal,2003,1,01MT017500,EXPOSURE PROG.                                                                                      
Manipur Tripura,Shri Puneet Agarwal,2004,1,01MT017500,NIDM.NEW DELHI.                                                                                     
Manipur Tripura,Shri Puneet Agarwal,2006,1,01MT017500,Disaster Management                                                                                 
Manipur Tripura,Shri Puneet Agarwal,2007,8,01MT017500,Mid Career Trg.Phase III                                                                            
Manipur Tripura,Shri Abhishek Singh,2010,1,01MT020800,Nl Rural Livelihood Mission                                                                         
Nagaland,Shri C J Ponraj,1985,1,01NL003500,Rural Development                                                                                   
Nagaland,Shri C J Ponraj,1986,1,01NL003500,Mgt of Public Utilities                                                                             
Nagaland,Shri C J Ponraj,1987,1,01NL003500,Mgt of Public Sector                                                                                
Nagaland,Shri C J Ponraj,1988,1,01NL003500,Financial Mgt                                                                                       
Nagaland,Shri C J Ponraj,1988,1,01NL003500,DMs Conference                                                                                      
Nagaland,Shri C J Ponraj,1988,1,01NL003500,DCs & SPs Training                                                                                  
Nagaland,Shri C J Ponraj,1990,1,01NL003500,Industrial Policy Plg                                                                               
Nagaland,Shri C J Ponraj,1991,3,01NL003500,Refresher Training                                                                                  
Nagaland,Shri C J Ponraj,1993,1,01NL003500,International Trade                                                                                 
Nagaland,Shri C J Ponraj,1996,3,01NL003500,Policy Initiatives of Eco Liberalization                                                            
Nagaland,Shri C J Ponraj,1998,1,01NL003500,MS Office & Internet Application                                                                    
Nagaland,Shri C J Ponraj,2001,1,01NL003500,Managerial Effectiveness & Personal Growth                                                          
Nagaland,Shri C J Ponraj,2004,1,01NL003500,E-Governance and its benefits                                                                       
Nagaland,Dr. Devinder Kumar Bhalla,1993,3,01NL003900,DEVP.PROG./SEMINAR                                                                                  
Nagaland,Dr. Devinder Kumar Bhalla,1999,2,01NL003900,WINOWS-95 & INTERNET                                                                                
Nagaland,Dr. Devinder Kumar Bhalla,1999,2,01NL003900,MIDDLE LEVEL IAS TRG                                                                                
Nagaland,Dr. Devinder Kumar Bhalla,2001,1,01NL003900,WTO&TRADE REGIME                                                                                    
Nagaland,Dr. Devinder Kumar Bhalla,2002,1,01NL003900,STRATEGIC POLICY MAKERS                                                                             
Nagaland,Dr. Devinder Kumar Bhalla,2003,1,01NL003900,INFRASTRUCTURE DEREGULATION                                                                         
Nagaland,Dr. Devinder Kumar Bhalla,2004,1,01NL003900,ORIENTATION COURSE SECURITY                                                                         
Nagaland,Dr. Devinder Kumar Bhalla,2005,1,01NL003900,Ethicsin Admn                                                                                       
Nagaland,Dr. Devinder Kumar Bhalla,2008,1,01NL003900,Policy....                                                                                          
Nagaland,Dr. Devinder Kumar Bhalla,2010,1,01NL003900,Leadership course                                                                                   
Nagaland,Shri Pankaj Kumar,1999,39,01NL004100,IIPA NEW DELHI                                                                                      
Nagaland,Shri Rajiv Bansal,1994,3,01NL004500,"TRIVANDRUM,PUBLIC ADMN                                                                              "
Nagaland,Shri Rajiv Bansal,1999,1,01NL004500,SECURITY SITUATION                                                                                  
Nagaland,Shri Rajiv Bansal,2003,1,01NL004500,E-GOVERNANCE                                                                                        
Nagaland,Shri Rajiv Bansal,2005,2,01NL004500,IN -SERVICE TRAINING(85-88 BATCHES)                                                                 
Nagaland,Shri Jyoti Kalash,2004,2,01NL004800,Financial Management                                                                                
Nagaland,Shri Jan-E- Alam,1993,1,01NL004900,NIRD GUWAHATI                                                                                       
Nagaland,Shri Jan-E- Alam,1999,2,01NL004900,GAA BHUBNESHWAR                                                                                     
Nagaland,Shri Sanjay Kumar,2008,39,01NL005100,APPPA                                                                                               
Nagaland,Shri Amardeep Singh Bhatia,2001,2,01NL005200,LBSNAA.MUSSOORIE                                                                                    
Nagaland,Shri Amardeep Singh Bhatia,2001,1,01NL005200,"SEMINAR,HYDERABAD                                                                                   "
Nagaland,Shri Amardeep Singh Bhatia,2002,1,01NL005200,"ATI,NAGALAND,KOHIMA                                                                                 "
Nagaland,Shri Abhishek Singh,2006,8,01NL005400,National Institute of Smart Govt.  Hyderabad India                                                  
Nagaland,Shri Sushil Kumar Patel,2014,1,01NL108P02,Incident Response System (IRS)                                                                      
Orissa,Shri Gokul Chandra Pati,1985,8,01OR018700,ACADEMY OF ADM ORISSA                                                                               
Orissa,Shri Nilanjan Sanyal,2002,44,01OR019200,"IIPA,N.D 28th APPPA                                                                                 "
Orissa,Shri G Mohan Kumar,1985,8,01OR019400, IN SERVICE TRAINING                                                                                
Orissa,Shri Sudarsanam Srinivasan,1985,1,01OR019600,NL INST RURAL DEVL.HY                                                                               
Orissa,Shri Sudarsanam Srinivasan,1986,1,01OR019600,IIM BANGALORE                                                                                       
Orissa,Shri Sudarsanam Srinivasan,1987,1,01OR019600,INST OF PUB.ENTR. HYD.                                                                              
Orissa,Shri Sudarsanam Srinivasan,1988,4,01OR019600,ADMN. TRG. MYSORE                                                                                   
Orissa,Shri Sudarsanam Srinivasan,1989,1,01OR019600,NL INFORMATICS CENTRE                                                                               
Orissa,Shri Sudarsanam Srinivasan,1991,1,01OR019600,ADN STAFF COLLEGE HYD.                                                                              
Orissa,Shri Sudarsanam Srinivasan,1992,3,01OR019600,"IIM,BANGALORE                                                                                       "
Orissa,Shri Sudarsanam Srinivasan,1995,1,01OR019600,TATA MGT TRG. PUNE                                                                                  
Orissa,Shri Sudarsanam Srinivasan,1996,1,01OR019600,ACADEMY DEVL ADMN PUNE                                                                              
Orissa,Shri Sudarsanam Srinivasan,1999,1,01OR019600,"IIM,BANGALORE                                                                                       "
Orissa,Shri Sudarsanam Srinivasan,2000,1,01OR019600,IIM BANGALORE                                                                                       
Orissa,Shri Sudarsanam Srinivasan,2002,1,01OR019600,IIM BANGALORE                                                                                       
Orissa,Shri Sudarsanam Srinivasan,2003,1,01OR019600,II FOREIGN TRADE N.DEL                                                                              
Orissa,Shri M Rajamani,1986,1,01OR020400,HIPA SHIMLA                                                                                         
Orissa,Shri M Rajamani,1987,1,01OR020400,CDS TRIVANDRUM                                                                                      
Orissa,Shri M Rajamani,1988,1,01OR020400,IFMR MADRAS                                                                                         
Orissa,Shri M Rajamani,1990,3,01OR020400,ATI MYSORE                                                                                          
Orissa,Shri M Rajamani,1994,3,01OR020400,ASCI HYDERABAD                                                                                      
Orissa,Shri Aditya Prasad Padhi,2006,39,01OR020500,32th Advanced Professional Programme                                                                
Orissa,Shri Injeti Srinivas,1987,1,01OR020900,CMC                                                                                                 
Orissa,Shri Injeti Srinivas,1988,1,01OR020900,NL.INST OF TRG INDL EN                                                                              
Orissa,Shri Injeti Srinivas,1989,1,01OR020900,NL INST OF BANK MGT PU                                                                              
Orissa,Shri Injeti Srinivas,1990,1,01OR020900,INST OF ADMN HYD                                                                                    
Orissa,Shri Injeti Srinivas,1997,1,01OR020900,ASCI HYD                                                                                            
Orissa,Shri Injeti Srinivas,1998,1,01OR020900,ESCAP WORKSHOP GOA                                                                                  
Orissa,Shri Upendra Nath Behera,1987,1,01OR021100,"IIM LUCKNOW, H R D                                                                                  "
Orissa,Shri Upendra Nath Behera,1988,1,01OR021100,INST.OF HYD&NIC HYD.                                                                                
Orissa,Shri Upendra Nath Behera,1989,1,01OR021100,CMC LTD.                                                                                            
Orissa,Shri Upendra Nath Behera,1992,3,01OR021100,HCM RIPA JAIPUR                                                                                     
Orissa,Shri Upendra Nath Behera,1993,1,01OR021100,NIRD HYD                                                                                            
Orissa,Shri Upendra Nath Behera,1994,1,01OR021100,TISS MUMBAI                                                                                         
Orissa,Shri Upendra Nath Behera,1995,1,01OR021100,Industrial Policy Plaining                                                                          
Orissa,Shri Upendra Nath Behera,1996,3,01OR021100,ATI NAINITAL                                                                                        
Orissa,Shri Upendra Nath Behera,2001,1,01OR021100,"NIC, DELHI                                                                                          "
Orissa,Shri Upendra Nath Behera,2002,1,01OR021100,Short-Term Training Course on  Directors/ Deputy Secretaries of  Central Staffings Scheme           
Orissa,Shri Upendra Nath Behera,2002,2,01OR021100,"ASCI,HYDERABAD                                                                                      "
Orissa,Shri Upendra Nath Behera,2006,1,01OR021100,The Training Programme for IAS officers on Environment and Natural Resource Management              
Orissa,Shri Upendra Nath Behera,2007,1,01OR021100,The Course on Vigilance for Chief Vigilance Officers of PSU/Banks and officer s                     
Orissa,Dr. Sunil Kumar Bhargava,2013,1,01OR021700,Mid Career Training Programme                                                                       
Orissa,Dr. Asit Kumar Tripathy,1991,1,01OR022500,14th Course of Mgt.Inf.&Control Systems                                                             
Orissa,Dr. Asit Kumar Tripathy,1993,2,01OR022500,14th Course ib Mgt.in Govt.                                                                         
Orissa,Dr. Asit Kumar Tripathy,1994,2,01OR022500,Three Weeks IAS Course                                                                              
Orissa,Dr. Asit Kumar Tripathy,1994,2,01OR022500,Mgt. Dev.Prog.on Watershed under DPAP/DDP                                                           
Orissa,Dr. Asit Kumar Tripathy,1997,1,01OR022500,Project Mgt.for IAS                                                                                 
Orissa,Dr. Asit Kumar Tripathy,1997,1,01OR022500,Tourism Mgt.for Sr.Officers                                                                         
Orissa,Dr. Asit Kumar Tripathy,1998,1,01OR022500,Workshuop on Corporate use                                                                          
Orissa,Dr. Asit Kumar Tripathy,2000,1,01OR022500,Trg.Prog.for IAS Officers                                                                           
Orissa,Dr. Asit Kumar Tripathy,2000,2,01OR022500,TRg.Prog.for IAS Officers                                                                           
Orissa,Dr. Asit Kumar Tripathy,2006,1,01OR022500,Ethical Leadership in Public Governance                                                             
Orissa,Shri Laxmi Narayan Gupta,1992,2,01OR022700,PARTICIPATORY RURAL DEVLOP                                                                          
Orissa,Shri Laxmi Narayan Gupta,1992,1,01OR022700,IMPL OF RURAL DEVL SCHEME                                                                           
Orissa,Shri Laxmi Narayan Gupta,1992,2,01OR022700,MGT IN GOVT.                                                                                        
Orissa,Shri Laxmi Narayan Gupta,1993,1,01OR022700,ADVANCED PROG ON MGT                                                                                
Orissa,Shri Laxmi Narayan Gupta,1994,1,01OR022700,TURNAROUND STRATEGIES FOR SICK                                                                      
Orissa,Shri Laxmi Narayan Gupta,1997,2,01OR022700,HRD AND CENTL COMMSSION                                                                             
Orissa,Shri Laxmi Narayan Gupta,1998,1,01OR022700,INDUSTRIAL PROPERTY MG                                                                              
Orissa,Shri Laxmi Narayan Gupta,1998,2,01OR022700,WINDOWS 95&OFFICE 97                                                                                
Orissa,Shri Laxmi Narayan Gupta,2000,1,01OR022700,CIVIL DEF. MGT COURSE                                                                               
Orissa,Shri Laxmi Narayan Gupta,2002,2,01OR022700,URBAN ENV MGT SYSTEM                                                                                
Orissa,Shri Laxmi Narayan Gupta,2003,1,01OR022700,STRENGTHENING URBAN MGT                                                                             
Orissa,Shri Laxmi Narayan Gupta,2003,2,01OR022700,SR. LEVEL MGT PROG                                                                                  
Orissa,Shri Laxmi Narayan Gupta,2004,1,01OR022700,PPP in Infrastructure Services                                                                      
Orissa,Shri Laxmi Narayan Gupta,2005,1,01OR022700,World Free Trade Zones                                                                              
Orissa,Shri Laxmi Narayan Gupta,2006,1,01OR022700,Unleasing Indias Potential in Mineral Sector                                                        
Orissa,Shri Laxmi Narayan Gupta,2007,1,01OR022700,Commercial & Eco.Diplomacy                                                                          
Orissa,Shri Sudershan Pal Thakur,1994,3,01OR022900,LBSNAA MUSSOORIE                                                                                    
Orissa,Shri Sudershan Pal Thakur,1997,1,01OR022900,TATA ENERGY RES INST                                                                                
Orissa,Shri Sudershan Pal Thakur,2000,2,01OR022900,IIM CALCUTTA                                                                                        
Orissa,Dr. Nikunja Kishore Sundaray,1987,14,01OR023000,F.C. in ForeignTrade                                                                                
Orissa,Dr. Nikunja Kishore Sundaray,1995,3,01OR023000,Compulsory Trg. Course                                                                              
Orissa,Dr. Nikunja Kishore Sundaray,1999,2,01OR023000,General Magt.Programme                                                                              
Orissa,Dr. Nikunja Kishore Sundaray,2005,2,01OR023000,Trg.Programme for IAS                                                                               
Orissa,Shri Rajesh Verma,2011,47,01OR023200,Nl Security & Strategic Course Studies                                                              
Orissa,Shri C J Venugopal,1996,3,01OR023500,Nainital Training Prog.                                                                             
Orissa,Shri C J Venugopal,2001,2,01OR023500,Hyderabad Trg.Programme                                                                             
Orissa,Shri Vinod Kumar,1997,3,01OR023600,JUNIOR LEVEL                                                                                        
Orissa,Shri Vinod Kumar,2001,2,01OR023600,MIDDLE LEVEL                                                                                        
Orissa,Shri Vinod Kumar,2002,1,01OR023600,ETHICAL ISSUES  ADMN                                                                                
Orissa,Ms. C T M Suguna,1997,2,01OR023900,LBSNAA MUSSOORIE                                                                                    
Orissa,Shri Niten Chandra,1998,2,01OR024200,INSTUTE OF MGT IN GOVT                                                                              
Orissa,Shri Niten Chandra,2002,1,01OR024200,IIM Ahemdabad                                                                                       
Orissa,Shri Niten Chandra,2004,1,01OR024200,IIM Bangalore                                                                                       
