ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source
AM110C02,Ms. Roshni Aparanji Korati,Indian Administrative Services,Assam Meghalya ,2011,03-04-1984,29-08-2011,Direct Recruitment,Female,Andhra Pradesh,Telugu,English,TRUE,N.A.,Supremo
AM110C03,Shri Anant Lal Gyani,Indian Administrative Services,Assam Meghalya ,2011,01-03-1981,29-08-2011,Direct Recruitment,Male,Bihar,Hindi,English Hindi,TRUE,N.A.,Supremo
AM110C04,Shri Adil Khan,Indian Administrative Services,Assam Meghalya ,2011,11-12-1979,29-08-2011,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
AM110C05,Shri Sibhi Chakravarthy Sadhu,Indian Administrative Services,Assam Meghalya ,2011,18-08-1981,29-08-2011,Direct Recruitment,Male,Andhra Pradesh,Telugu,English,TRUE,N.A.,Supremo
AM110C06,Shri Arunkumar Kembhavi,Indian Administrative Services,Assam Meghalya ,2011,19-07-1985,29-08-2011,Direct Recruitment,Male,Karnataka,Kannada,English,TRUE,N.A.,Supremo
AP110B02,Shri K V N Chakradhara Babu,Indian Administrative Services,Andhra Pradesh ,2011,18-08-1983,05-12-2011,Direct Recruitment,Male,Andhra Pradesh,Telugu,Assamese English Hindi Urdu,TRUE,N.A.,Supremo
AP110B03,Shri Hari Narayanan M,Indian Administrative Services,Andhra Pradesh ,2011,26-10-1985,29-08-2011,Direct Recruitment,Male,Tamil Nadu,Tamil,English,TRUE,N.A.,Supremo
AP110B05,Ms. Shweta Teotia,Indian Administrative Services,Gujarat ,2011,01-04-1984,29-08-2011,Direct Recruitment,Female,Uttar Pradesh,Hindi,English Gujarati Hindi Telugu,TRUE,N.A.,Supremo
AP110B06,Shri Lathkar Shrikesh Balajirao,Indian Administrative Services,Andhra Pradesh ,2011,07-08-1984,29-08-2011,Direct Recruitment,Male,Maharashtra,Marathi,English Hindi Marathi,TRUE,N.A.,Supremo
BH110D01,Shri Alok Ranjan Ghosh,Indian Administrative Services,Bihar ,2011,03-12-1980,29-08-2011,Direct Recruitment,Male,Bihar,Hindi,English,TRUE,N.A.,Supremo
BH110D02,Shri Rahul Kumar,Indian Administrative Services,Bihar ,2011,06-03-1987,29-08-2011,Direct Recruitment,Male,Bihar,Hindi,Hindi,TRUE,N.A.,Supremo
BH110D03,Shri Mahendra Kumar,Indian Administrative Services,Bihar ,2011,05-05-1987,29-08-2011,Direct Recruitment,Male,Bihar,Hindi,English Hindi,TRUE,N.A.,Supremo
BH110D04,Shri Mithilesh Mishra,Indian Administrative Services,Bihar ,2011,01-01-1982,29-08-2011,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
BH110D05,Shri Himanshu Sharma,Indian Administrative Services,Bihar ,2011,01-05-1983,29-08-2011,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
BH110D06,Shri Pankaj Dixit,Indian Administrative Services,Bihar ,2011,01-01-1981,29-08-2011,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
BH110D07,Shri Shirsat Kapil Ashok,Indian Administrative Services,Bihar ,2011,09-06-1982,29-08-2011,Direct Recruitment,Male,Maharashtra,Marathi,English Marathi,TRUE,N.A.,Supremo
BH110D08,Shri Deore Nilesh Ramchandra,Indian Administrative Services,Bihar ,2011,13-12-1985,29-08-2011,Direct Recruitment,Male,Maharashtra,Marathi,English Hindi Marathi,TRUE,N.A.,Supremo
BH110D09,Shri Thiyagarajan S M,Indian Administrative Services,Bihar ,2011,20-12-1984,29-08-2011,Direct Recruitment,Male,Tamil Nadu,Tamil,English,TRUE,N.A.,Supremo
GJ94A301,Shri Ghanshyam T Pandya,Indian Administrative Services,Gujarat ,2011,15-05-1972,26-02-2016,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
PB94A302,Ms. Parampal Kaur Sidhu,Indian Administrative Services,Punjab ,2011,22-10-1964,14-01-2016,By Selection,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MN814101,Shri Thokchom Kirankumar,Indian Administrative Services,Manipur ,2011,01-04-1974,18-09-2015,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MN814102,Ms. Mannuamching,Indian Administrative Services,Manipur ,2011,07-04-1970,18-09-2015,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MN814103,Shri Joseph Pauline Kamson,Indian Administrative Services,Manipur ,2011,01-11-1972,18-09-2015,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
PB915301,Shri Bhupinder Pal Singh,Indian Administrative Services,Punjab ,2011,26-02-1962,10-11-2016,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
KL814301,Shri P. Suresh Babu,Indian Administrative Services,Kerala ,2011,31-05-1960,24-11-2016,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,FALSE,Superannuated,Supremo
MN815301,Shri A. Tombikanta Singh,Indian Administrative Services,Manipur ,2011,01-09-1959,19-08-2016,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,FALSE,Superannuated,Supremo
AM94A101,Shri Garod L.S.N. Dykes,Indian Administrative Services,Assam Meghalya ,2011,24-09-1967,18-02-2016,Direct Recruitment,Male,Meghalaya,Hindi,N.A.,TRUE,N.A.,Supremo
CG816002,Shri Jitendra Kumar Shukla,Indian Administrative Services,Chhattisgarh ,2011,18-11-1967,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
CG816003,Shri Janmejay Mahobe,Indian Administrative Services,Chhattisgarh ,2011,13-05-1969,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
CG816004,Shri Remejeus Ekka,Indian Administrative Services,Chhattisgarh ,2011,12-11-1970,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
CG816005,Shri Jeevan Kishor Dhruv,Indian Administrative Services,Chhattisgarh ,2011,09-02-1964,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
GJ915001,Shri Harjibhai K Vadhvaniya,Indian Administrative Services,Gujarat ,2011,07-08-1964,30-01-2017,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HP815002,Shri Dorje Chhering Negi,Indian Administrative Services,Himachal Pradesh ,2011,28-12-1966,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HP815003,Shri Gopal Chand,Indian Administrative Services,Himachal Pradesh ,2011,14-03-1966,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HP815004,Shri Ashwani Kumar Chaudhary,Indian Administrative Services,Himachal Pradesh ,2011,02-10-1962,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HP816001,Shri Kalyan Chand Chaman,Indian Administrative Services,Himachal Pradesh ,2011,02-03-1963,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HP816002,Shri Raghubir Singh Verma,Indian Administrative Services,Himachal Pradesh ,2011,10-04-1960,10-08-2017,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,FALSE,Superannuated,Supremo
MT814101,Shri Thokchom Kirankumar,Indian Administrative Services,Manipur-Tripura ,2011,01-04-1974,18-09-2015,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MT814103,Shri Joseph Pauline Kamson,Indian Administrative Services,Manipur-Tripura ,2011,01-11-1972,18-09-2015,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
BH916001,Shri Navin Kumar,Indian Administrative Services,Bihar ,2011,03-07-1969,12-10-2017,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
BH916002,Shri Udayan Mishra,Indian Administrative Services,Bihar ,2011,25-07-1971,12-10-2017,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
BH916003,Shri Ravi Shankar Choudhary,Indian Administrative Services,Bihar ,2011,10-08-1962,12-10-2017,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817002,Shri Sanjeev Shrivastava,Indian Administrative Services,Madhya Pradesh ,2011,27-06-1968,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817014,Shri Dinesh Jain,Indian Administrative Services,Madhya Pradesh ,2011,01-06-1969,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817015,Shri Sanjay Kumar Mishra,Indian Administrative Services,Madhya Pradesh ,2011,01-12-1966,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817016,Shri Girish Sharma,Indian Administrative Services,Madhya Pradesh ,2011,10-09-1973,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817017,Shri Shivraj Singh Verma,Indian Administrative Services,Madhya Pradesh ,2011,15-11-1970,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817007,Shri Umashankar Bhargav,Indian Administrative Services,Madhya Pradesh ,2011,04-12-1968,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817008,Shri Gautam Singh,Indian Administrative Services,Madhya Pradesh ,2011,12-11-1968,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817009,Ms. Preeti Jain,Indian Administrative Services,Madhya Pradesh ,2011,01-06-1969,26-03-2018,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817010,Ms. Usha Parmar,Indian Administrative Services,Madhya Pradesh ,2011,05-12-1969,26-03-2018,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817011,Shri Hari Singh Meena,Indian Administrative Services,Madhya Pradesh ,2011,01-01-1965,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817012,Ms. Sarita Bala Om Prajapati,Indian Administrative Services,Madhya Pradesh ,2011,14-06-1971,26-03-2018,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817003,Shri Ravindra Kumar Choudhary,Indian Administrative Services,Madhya Pradesh ,2011,03-11-1966,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817004,Shri Chandramauli Shukla,Indian Administrative Services,Madhya Pradesh ,2011,01-07-1970,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817005,Shri Sanjay Kumar,Indian Administrative Services,Madhya Pradesh ,2011,05-04-1966,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MP817006,Shri Manoj Pushp,Indian Administrative Services,Madhya Pradesh ,2011,16-05-1969,26-03-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
MH817007,Shri S.S. Patil,Indian Administrative Services,Maharashtra ,2011,16-12-1963,27-11-2018,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
PB916001,Shri Mohd. Ishfaq,Indian Administrative Services,Punjab ,2011,22-09-1963,24-01-2018,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
JH917002,Shri Prabhat Kumar,Indian Administrative Services,Jharkhand ,2011,17-09-1969,30-01-2019,By Selection,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY814002,Shri Mukul Kumar,Indian Administrative Services,Haryana ,2011,21-04-1975,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY814003,Shri Naresh Kumar,Indian Administrative Services,Haryana ,2011,25-06-1964,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY814004,Ms. Anju Chaudhry,Indian Administrative Services,Haryana ,2011,07-10-1968,08-05-2019,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY814005,Shri Mahavir Kaushik,Indian Administrative Services,Haryana ,2011,15-06-1965,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY814006,Shri Yash Pal,Indian Administrative Services,Haryana ,2011,06-07-1972,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY815002,Shri Yashendra Singh,Indian Administrative Services,Haryana ,2011,11-10-1972,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY815003,Shri Narhari Singh Banger,Indian Administrative Services,Haryana ,2011,24-11-1967,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY815004,Shri Rajiv Mehta,Indian Administrative Services,Haryana ,2011,11-07-1961,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY815005,Shri Pradeep Kumar-i,Indian Administrative Services,Haryana ,2011,06-06-1966,08-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
HY815001,Shri Virender Singh Hooda,Indian Administrative Services,Haryana ,2011,13-02-1961,16-05-2019,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,FALSE,Superannuated,Supremo
RJ819014,Shri Hari Mohan Meena,Indian Administrative Services,Rajasthan ,2011,04-07-1968,22-10-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
RJ819013,Shri Tara Chand Meena,Indian Administrative Services,Rajasthan ,2011,01-07-1964,22-10-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818203,Shri Syed Musawwir Ali,Indian Administrative Services,A G M U T ,2011,06-07-1965,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818204,Shri Sundaresan. S.D.,Indian Administrative Services,A G M U T ,2011,17-06-1965,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818205,Shri Deepak Virmani,Indian Administrative Services,A G M U T ,2011,29-10-1970,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818206,Shri Indu Shekhar Mishra,Indian Administrative Services,A G M U T ,2011,22-01-1966,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818219,Shri D. Varma,Indian Administrative Services,A G M U T ,2011,02-02-1967,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818213,Shri Pankaj Kumar Jha,Indian Administrative Services,A G M U T ,2011,30-08-1966,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818214,Shri Vinay Kumar,Indian Administrative Services,A G M U T ,2011,01-01-1966,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818215,Shri Vallavan. E,Indian Administrative Services,A G M U T ,2011,28-05-1965,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818216,Shri Anil Kumar Singh,Indian Administrative Services,A G M U T ,2011,17-02-1967,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818217,Ms. Pooja Joshi,Indian Administrative Services,A G M U T ,2011,01-10-1966,27-01-2020,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818218,Shri Balwan Singh Jaglan,Indian Administrative Services,A G M U T ,2011,09-12-1966,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818207,Shri Sanjeev Kumar Mittal,Indian Administrative Services,A G M U T ,2011,01-07-1967,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818208,Shri Jayanta Kumar Ray,Indian Administrative Services,A G M U T ,2011,27-10-1965,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818209,Shri Sunil Kumar Singh,Indian Administrative Services,A G M U T ,2011,01-07-1965,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818210,Shri Ajay Kumar Bisht,Indian Administrative Services,A G M U T ,2011,30-09-1968,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818211,Shri Ravi Prakash A.S.P.S.,Indian Administrative Services,A G M U T ,2011,25-07-1968,27-01-2020,By Promotion from State Civil Service,Male,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
UT818212,Ms. Smitha. R,Indian Administrative Services,A G M U T ,2011,06-05-1967,27-01-2020,By Promotion from State Civil Service,Female,N.A.,N.A.,N.A.,TRUE,N.A.,Supremo
BH111D01,Shri Mukesh Pandey,Indian Administrative Services,Bihar ,2012,12-11-1987,N.A.,Direct Recruitment,Male,Assam,Hindi,English Hindi,TRUE,N.A.,Supremo
BH111D02,Shri Kaushal Kumar,Indian Administrative Services,Bihar ,2012,15-06-1985,03-09-2012,Direct Recruitment,Male,Bihar,Hindi,English Hindi,TRUE,N.A.,Supremo
BH111D03,Shri Sanjeev Kumar,Indian Administrative Services,Bihar ,2012,05-02-1983,03-09-2012,Direct Recruitment,Male,Bihar,Hindi,English Hindi,TRUE,N.A.,Supremo
BH111D04,Shri Kundan Kumar,Indian Administrative Services,Bihar ,2012,25-12-1981,10-12-2012,Direct Recruitment,Male,Bihar,Hindi,English Hindi,TRUE,N.A.,Supremo
BH111D05,Ms. Inayat Khan,Indian Administrative Services,Bihar ,2012,17-05-1987,03-09-2012,Direct Recruitment,Female,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
BH111D06,Shri Arvind Kumar Verma,Indian Administrative Services,Bihar ,2012,05-03-1983,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
BH111D07,Shri Sunil Kumar Yadav,Indian Administrative Services,Bihar ,2012,01-01-1978,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
BH111D08,Shri Amit Kumar,Indian Administrative Services,Bihar ,2012,25-04-1982,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
BH111D09,Shri Rajesh Meena,Indian Administrative Services,Bihar ,2012,15-08-1987,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
AP111B02,Shri Mallikarjuna A,Indian Administrative Services,Andhra Pradesh ,2012,25-06-1980,03-09-2012,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Telugu,TRUE,N.A.,Supremo
AP111B04,Shri Vijay Rama Raju V,Indian Administrative Services,Andhra Pradesh ,2012,22-09-1985,03-09-2012,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Telugu,TRUE,N.A.,Supremo
AP111B06,Shri Prasanna Venkatesh V,Indian Administrative Services,Andhra Pradesh ,2012,04-07-1988,03-09-2012,Direct Recruitment,Male,Tamil Nadu,Tamil,English Tamil,TRUE,N.A.,Supremo
AP111B10,Ms. Nagalakshmi S,Indian Administrative Services,Andhra Pradesh ,2012,26-09-1989,03-09-2012,Direct Recruitment,Female,Tamil Nadu,Tamil,English Hindi,TRUE,N.A.,Supremo
AP111C06,Shri Girisha P S,Indian Administrative Services,Andhra Pradesh ,2012,12-10-1984,03-09-2012,Direct Recruitment,Male,Karnataka,Kannada,English Kannada,TRUE,N.A.,Supremo
AM111C02,Shri Ghanshyam Dass,Indian Administrative Services,Assam Meghalya ,2012,30-09-1986,03-09-2012,Direct Recruitment,Male,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
AM111C03,Shri Pallav Gopal Jha,Indian Administrative Services,Assam Meghalya ,2012,14-07-1985,03-09-2012,Direct Recruitment,Male,Jharkhand,Maithili,English Hindi,TRUE,N.A.,Supremo
AM111C04,Shri Oinam Sarankumar Singh,Indian Administrative Services,Assam Meghalya ,2012,03-02-1985,03-09-2012,Direct Recruitment,Male,Manipur,Manipuri,English,TRUE,N.A.,Supremo
AM111C05,Shri Manvendra Pratap Singh,Indian Administrative Services,Assam Meghalya ,2012,22-07-1983,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
HP111H01,Shri Rakesh Kumar Prajapati,Indian Administrative Services,Himachal Pradesh ,2012,19-01-1987,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
HP111H02,Ms. Richa Verma,Indian Administrative Services,Himachal Pradesh ,2012,10-09-1986,03-09-2012,Direct Recruitment,Female,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
HP111H03,Shri Harikesh Meena,Indian Administrative Services,Himachal Pradesh ,2012,14-08-1981,10-12-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
CG111E01,Shri Shiv Anant Tayal,Indian Administrative Services,Chhattisgarh ,2012,27-10-1986,N.A.,Direct Recruitment,Male,Chandigarh,Hindi,English Hindi,TRUE,N.A.,Supremo
CG111E02,Shri Ritesh Kumar Agrawal,Indian Administrative Services,Chhattisgarh ,2012,13-11-1983,N.A.,Direct Recruitment,Male,Chhattisgarh,Hindi,English Hindi,TRUE,N.A.,Supremo
CG111E04,Shri Ranbir Sharma,Indian Administrative Services,Chhattisgarh ,2012,07-09-1981,03-09-2012,Direct Recruitment,Male,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
CG111E05,Shri Rajat Bansal,Indian Administrative Services,Chhattisgarh ,2012,25-07-1988,03-09-2012,Direct Recruitment,Male,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
CG111E06,Shri Abhijeet Singh,Indian Administrative Services,Chhattisgarh ,2012,14-06-1986,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
CG111E07,Shri Pushpendra Kumar Meena,Indian Administrative Services,Chhattisgarh ,2012,05-03-1988,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
GJ111F01,Shri Aurangabadkar Amrutesh Kalidas Kalidas,Indian Administrative Services,Gujarat ,2012,29-06-1989,03-09-2012,Direct Recruitment,Male,Maharashtra,Marathi,English Marathi,TRUE,N.A.,Supremo
GJ111F02,Shri Amit Arora,Indian Administrative Services,Gujarat ,2012,12-10-1986,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
GJ111F04,Shri Vishal Gupta,Indian Administrative Services,Gujarat ,2012,07-01-1989,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
GJ111F05,Shri Makwana Gaurangbhai,Indian Administrative Services,Gujarat ,2012,27-10-1985,03-09-2012,Direct Recruitment,Male,Gujarat,Gujarati,English Gujarati,TRUE,N.A.,Supremo
GJ111F06,Shri Sumera Tushar Dalpatbhai,Indian Administrative Services,Gujarat ,2012,13-11-1982,03-09-2012,Direct Recruitment,Male,Gujarat,Gujarati,English Gujarati,TRUE,N.A.,Supremo
HY111C01,Shri Ajay Singh Tomer,Indian Administrative Services,Haryana ,2012,24-08-1982,03-09-2012,Direct Recruitment,Male,Delhi,Hindi,English Hindi,TRUE,N.A.,Supremo
HY111G01,Shri Dhirendra Khadgata,Indian Administrative Services,Haryana ,2012,29-11-1981,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
HY111G02,Ms. Priyanka Soni,Indian Administrative Services,Haryana ,2012,10-01-1988,03-09-2012,Direct Recruitment,Female,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
HY111G03,Ms. Amna Tasneem,Indian Administrative Services,Haryana ,2012,04-12-1978,03-09-2012,Direct Recruitment,Female,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
HY111G04,Shri Shaleen,Indian Administrative Services,Haryana ,2012,13-05-1986,03-09-2012,Direct Recruitment,Male,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
JH111J02,Shri Ravi Shankar Shukla,Indian Administrative Services,Jharkhand ,2012,06-02-1986,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
JH111J03,Shri Sandeep Singh,Indian Administrative Services,Jharkhand ,2012,05-04-1984,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
JH111J04,Shri Santanu Kumar Agrahari,Indian Administrative Services,Jharkhand ,2012,10-09-1982,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
JH111J05,Ms. Neha Arora,Indian Administrative Services,Jharkhand ,2012,01-10-1985,03-09-2012,Direct Recruitment,Female,Punjab,Punjabi,English Punjabi,TRUE,N.A.,Supremo
JH111J06,Shri Gholap Ramesh Gorakh,Indian Administrative Services,Jharkhand ,2012,30-04-1988,03-09-2012,Direct Recruitment,Male,Maharashtra,Marathi,English Marathi,TRUE,N.A.,Supremo
JH111J07,Shri Bhuvnesh Pratap Singh,Indian Administrative Services,Jharkhand ,2012,22-07-1983,03-09-2012,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,TRUE,N.A.,Supremo
JH111J08,Shri Sanjiv Kumar Besra,Indian Administrative Services,Jharkhand ,2012,22-12-1978,03-09-2012,Direct Recruitment,Male,Jharkhand,N.A.,English Hindi,TRUE,N.A.,Supremo
PB111R01,Ms. Shena Aggarwal,Indian Administrative Services,Punjab ,2012,03-04-1987,03-09-2012,Direct Recruitment,Female,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
PB111R02,Shri Sanyam Aggarwal,Indian Administrative Services,Punjab ,2012,06-09-1987,03-09-2012,Direct Recruitment,Male,Haryana,Hindi,English Hindi,TRUE,N.A.,Supremo
PB111R03,Shri Vineet Kumar,Indian Administrative Services,Punjab ,2012,06-12-1982,N.A.,Direct Recruitment,Male,Bihar,Hindi,English Hindi,TRUE,N.A.,Supremo
PB111R04,Shri Keshav Hingonia,Indian Administrative Services,Punjab ,2012,27-08-1986,03-09-2012,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,TRUE,N.A.,Supremo
PB111R05,Shri Kulwant Singh,Indian Administrative Services,Punjab ,2012,03-08-1976,03-09-2012,Direct Recruitment,Male,Punjab,Punjabi,English Punjabi,TRUE,N.A.,Supremo
