ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source
JK010200,Shri Ajeet Kumar Sahu,Indian Administrative Service,Jammu & Kashmir,0,B.A.,Ancient History,First,Supremo
JK010200,Shri Ajeet Kumar Sahu,Indian Administrative Service,Jammu & Kashmir,2,M.A.,Ancient History,First,Supremo
UP068800,Shri Mayur Maheshwari,Indian Administrative Service,Uttar Pradesh,0,B.Tech.,Textile Technology,First,Supremo
UP068800,Shri Mayur Maheshwari,Indian Administrative Service,Uttar Pradesh,2,M.B.A.,Finance,First,Supremo
UP068801,Ms. Ritu Maheshwari,Indian Administrative Service,Uttar Pradesh,0,B.E.,Electrical Engg.,First,Supremo
UP068900,Ms. Ministhy S,Indian Administrative Service,Uttar Pradesh,0,B.Tech.,Electronics,First with Distinction,Supremo
UP068900,Ms. Ministhy S,Indian Administrative Service,Uttar Pradesh,2,PG Diploma,Pers.Mgt.,Gold Medalist,Supremo
UP068901,Ms. Amrita Soni,Indian Administrative Service,Uttar Pradesh,0,B.A. Honours,History,Second,Supremo
UP068901,Ms. Amrita Soni,Indian Administrative Service,Uttar Pradesh,2,M.A.,Intnl Relations,First,Supremo
UP068901,Ms. Amrita Soni,Indian Administrative Service,Uttar Pradesh,4,M.Phil.,Intnl Politics,First,Supremo
UP069000,Shri Adusumilli V Raja Mouli,Indian Administrative Service,Uttar Pradesh,0,B.Tech.,Instrumentation,First,Supremo
UP069100,Shri Vikas Gothalwal,Indian Administrative Service,Uttar Pradesh,0,B.E.,Mech.engg.,First,Supremo
UP069101,Dr.(Ms.) Pinky Jowel,Indian Administrative Service,Uttar Pradesh,0,B.D.S.,Anatomy,Second,Supremo
UP069301,Shri Rigzian Sampheal,Indian Administrative Service,Uttar Pradesh,0,B.Com Honours,Commerce,Second,Supremo
UP069301,Shri Rigzian Sampheal,Indian Administrative Service,Uttar Pradesh,2,M.B.A.,Marketing,First,Supremo
TN808001,Ms. V. Shobana,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN808002,Shri C. Munianathan,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN808003,Shri M. Vijayakumar,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN808004,Ms. Selvi A. Suganthi,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN808005,Ms. S. Madhumathi,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN808006,Shri T.N. Hariharan,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN808007,Shri M. Vallalar,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN808008,Shri C. Kamaraj,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN808009,Shri T. Abraham,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TG807005,Shri T. Vijaya Kumar,Indian Administrative Service,Telangana,0,N.A.,N.A.,N.A.,Supremo
RJ911006,Shri Kunj Bihari Gupta,Indian Administrative Service,Rajasthan,0,B.Com.,Accountancy,First,Supremo
RJ911006,Shri Kunj Bihari Gupta,Indian Administrative Service,Rajasthan,2,M.B.A.,Business Admn.,Second,Supremo
UD810101,Shri Chander Shekhar Bhatt,Indian Administrative Service,Uttarakhand,0,N.A.,N.A.,N.A.,Supremo
UD810103,Ms. Usha Shukla,Indian Administrative Service,Uttarakhand,0,N.A.,N.A.,N.A.,Supremo
TN907104,Shri C. Rajendran,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TG907102,Shri P. Satyanarayana Reddy,Indian Administrative Service,Telangana,0,N.A.,N.A.,N.A.,Supremo
TR019600,Shri Abhishek Chandra,Indian Administrative Service,Tripura,0,B.E.,Electrical Engg.,First,Supremo
TR019600,Shri Abhishek Chandra,Indian Administrative Service,Tripura,2,Master in Business Administration,Management,Not Awarded,Supremo
UD067400,Shri Kurve Sachin Shardchandra,Indian Administrative Service,Uttarakhand,0,B.E.,Mech.engg.,First,Supremo
UD067401,Shri Dilip Rajaram Jawalkar,Indian Administrative Service,Uttarakhand,0,B.Com Honours,Commerce,First,Supremo
UD067401,Shri Dilip Rajaram Jawalkar,Indian Administrative Service,Uttarakhand,2,PG Diploma,Intrnl Business,First with Distinction,Supremo
UD067401,Shri Dilip Rajaram Jawalkar,Indian Administrative Service,Uttarakhand,4,Masters in International Development,Economic Dev.,Grade 'A',Supremo
UD067402,Ms. Sowjanya,Indian Administrative Service,Uttarakhand,0,B.E.,Civil Engg,First with Distinction,Supremo
TG041800,Dr.(Ms.) Yogita Rana,Indian Administrative Service,Telangana,0,M.B.B.S.,Medicine,First,Supremo
TG041801,Shri Lokesh Kumar Ds,Indian Administrative Service,Telangana,0,B.A.,Art,Second,Supremo
TG041801,Shri Lokesh Kumar Ds,Indian Administrative Service,Telangana,2,M.A.,Economics,First,Supremo
TN040500,Shri Arun Roy V,Indian Administrative Service,Tamil Nadu,0,LL.B.,Law,First,Supremo
TN040501,Ms. Pooja Kulkarni,Indian Administrative Service,Tamil Nadu,0,ICWAI,Cost Acct,Second,Supremo
TN040501,Ms. Pooja Kulkarni,Indian Administrative Service,Tamil Nadu,2,B.Com.,Commerce,First,Supremo
TN040600,Ms. Anu George,Indian Administrative Service,Tamil Nadu,0,B.A.,English Lit,First,Supremo
TN040600,Ms. Anu George,Indian Administrative Service,Tamil Nadu,2,M.A.,Sociology,First,Supremo
TN040600,Ms. Anu George,Indian Administrative Service,Tamil Nadu,4,M.Phil.,Sociology,First,Supremo
TN040700,Dr. Ananda Kumar R,Indian Administrative Service,Tamil Nadu,0,B.V.Sc. & A.H.,Veterinary Sc.,First,Supremo
MH910005,Shri D.G. Mhaisekar,Indian Administrative Service,Maharashtra,0,M.V.Sc.,Animal Husby,Gold Medalist,Supremo
OR812008,Shri Upendranath Mallick-2,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
OR812009,Shri Soumya Narayan Panigrahi,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
OR812013,Shri Purusottam Sahoo,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
OR812106,Shri Manoranjan Patnaik-2,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
OR812108,Shri Dhiren Kumar Patnaik,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
PB022700,Shri Kamal Kishor Yadav,Indian Administrative Service,Punjab,0,B.Sc.,Mathematics,First,Supremo
PB022700,Shri Kamal Kishor Yadav,Indian Administrative Service,Punjab,2,M.A.,English,Second,Supremo
PB022800,Shri Rajat Agarwal,Indian Administrative Service,Punjab,0,B.Com Honours,Accountancy,First,Supremo
PB022800,Shri Rajat Agarwal,Indian Administrative Service,Punjab,2,C.A.,Accountancy,Second,Supremo
RJ032100,Shri Bhanu Prakash Yeturu,Indian Administrative Service,Rajasthan,0,B.A.,History,First,Supremo
RJ032101,Shri Siddharth Mahajan,Indian Administrative Service,Rajasthan,0,B.A. Honours,Economics,Second,Supremo
RJ032101,Shri Siddharth Mahajan,Indian Administrative Service,Rajasthan,2,LL.M.,Law,Second,Supremo
RJ032101,Shri Siddharth Mahajan,Indian Administrative Service,Rajasthan,4,LL.B.,Law,Second,Supremo
RJ032200,Dr. Pritam B Yashvant,Indian Administrative Service,Rajasthan,0,M.B.B.S.,Medicine,Second,Supremo
RJ032300,Shri Krishna Kunal,Indian Administrative Service,Rajasthan,0,B.E.,Electronics,First,Supremo
RJ032400,Shri Niraj Kumar Pawan,Indian Administrative Service,Rajasthan,0,B.Sc.,Zoology,First,Supremo
RJ032400,Shri Niraj Kumar Pawan,Indian Administrative Service,Rajasthan,2,M.Sc.,Clic Psychology,First,Supremo
RJ032400,Shri Niraj Kumar Pawan,Indian Administrative Service,Rajasthan,4,Ph. D.,Psychology,Awarded,Supremo
OR909001,Shri Anil Kumar Samal,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
OR909002,Shri Nityananda Palai,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
OR909003,Shri Srikanta Prusty,Indian Administrative Service,Odisha,0,M.Sc.,Geology,First,Supremo
HP809008,Shri Ajay Kumar Sharma,Indian Administrative Service,Himachal Pradesh,0,P.G.,Health Management,First,Supremo
HY023200,Dr. Amit Kumar Agrawal,Indian Administrative Service,Haryana,0,M.B.B.S.,Medicine,First,Supremo
HY023300,Shri Joshi Ajit Balaji,Indian Administrative Service,Haryana,0,B.E.,Electrical Engg.,Second,Supremo
JH048300,Shri Rajesh Kumar Sharma,Indian Administrative Service,Jharkhand,0,B.Tech.,Petroleum Engg,First,Supremo
JH048400,Dr. Aboobacker Siddique P,Indian Administrative Service,Jharkhand,0,B.A.,Sociology,First,Supremo
JH048400,Dr. Aboobacker Siddique P,Indian Administrative Service,Jharkhand,2,M.A.,Sociology,First,Supremo
JH048400,Dr. Aboobacker Siddique P,Indian Administrative Service,Jharkhand,4,M.Phil.,Sociology,-,Supremo
JH048500,Shri Prawin Kumar Toppo,Indian Administrative Service,Jharkhand,0,B.A.,History,Second,Supremo
JH048500,Shri Prawin Kumar Toppo,Indian Administrative Service,Jharkhand,2,PG Diploma,Pers.Mgt.,First,Supremo
GJ030800,Dr.(Ms.) Sandhya Bhullar,Indian Administrative Service,Gujarat,0,M.B.B.S.,Surgery,First,Supremo
GJ030800,Dr.(Ms.) Sandhya Bhullar,Indian Administrative Service,Gujarat,2,M.Sc.,Public Policy & Mgmt,Grade 'A',Supremo
GJ030900,Shri Roopwant Singh,Indian Administrative Service,Gujarat,0,B.A. Honours,History,First,Supremo
GJ030900,Shri Roopwant Singh,Indian Administrative Service,Gujarat,2,M.A.,Political Sc.,Second,Supremo
GJ031000,Shri Pravinbhai Khodabhai Solanki,Indian Administrative Service,Gujarat,0,Graduate,Business Mgt,First,Supremo
GJ031100,Shri Swaroop P,Indian Administrative Service,Gujarat,0,Graduate,N.A.,First,Supremo
GJ031101,Ms. Avantika Singh Aulakh,Indian Administrative Service,Gujarat,0,B.E.,Instrumentation,First,Supremo
GJ031101,Ms. Avantika Singh Aulakh,Indian Administrative Service,Gujarat,2,Certificate,Finance,Pass,Supremo
CG047501,Ms. Ritu Sain,Indian Administrative Service,Chhattisgarh,0,M.Phil.,N.A.,First,Supremo
CG047501,Ms. Ritu Sain,Indian Administrative Service,Chhattisgarh,2,B.A.,Political Sc.,First,Supremo
CG047501,Ms. Ritu Sain,Indian Administrative Service,Chhattisgarh,4,M.A.,Poltics,First,Supremo
CG047501,Ms. Ritu Sain,Indian Administrative Service,Chhattisgarh,6,LL.B.,Law,First,Supremo
CG047600,Shri Pradeshi Siddhartha Komal,Indian Administrative Service,Chhattisgarh,0,B.E.,Electronics,First with Distinction,Supremo
CG047700,Ms. Kangale Reena Babasaheb,Indian Administrative Service,Chhattisgarh,0,LL.B.,Law,First,Supremo
CG047701,Shri Avinash Champawat,Indian Administrative Service,Chhattisgarh,0,B.A.,History,First,Supremo
CG047701,Shri Avinash Champawat,Indian Administrative Service,Chhattisgarh,2,M.A.,Geography,First,Supremo
HP014000,Ms. Sudha Devi M,Indian Administrative Service,Himachal Pradesh,0,M.Com.,Commerce,First,Supremo
AM027700,Dr. Jayant Narlikar,Indian Administrative Service,Assam Meghalya,0,B.A.,Political Sc.,First,Supremo
AM027700,Dr. Jayant Narlikar,Indian Administrative Service,Assam Meghalya,2,M.A.,Poltics,First,Supremo
AM027700,Dr. Jayant Narlikar,Indian Administrative Service,Assam Meghalya,4,M.Phil.,Diplomacy,First,Supremo
AM027800,Dr. Patibandla Ashok Babu,Indian Administrative Service,Assam Meghalya,0,M.B.B.S.,Medicine,Second,Supremo
AM027800,Dr. Patibandla Ashok Babu,Indian Administrative Service,Assam Meghalya,2,M.P.H.,Public Health,Grade 'A',Supremo
AP041600,Shri Kona Sasidhar,Indian Administrative Service,Andhra Pradesh,0,B.A.,History,First,Supremo
AP041600,Shri Kona Sasidhar,Indian Administrative Service,Andhra Pradesh,2,PG Diploma,Management,-,Supremo
AP041700,Shri Babu A.,Indian Administrative Service,Andhra Pradesh,0,B.Sc.(Agri),Agriculture,First with Distinction,Supremo
AP041700,Shri Babu A.,Indian Administrative Service,Andhra Pradesh,2,M.Sc.,Agriculture,First with Distinction,Supremo
AM811202,Shri Walpeelter Roy Lyngdoh,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM811206,Shri Barun Bhuyan,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM811207,Ms. Smt. Jayshree Daolagupu,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AP807001,Shri Vijaya Mohan,Indian Administrative Service,Andhra Pradesh,0,N.A.,N.A.,N.A.,Supremo
AP807002,Shri N. Krishna,Indian Administrative Service,Andhra Pradesh,0,N.A.,N.A.,N.A.,Supremo
AP807003,Shri K.V. Ramana,Indian Administrative Service,Andhra Pradesh,0,N.A.,N.A.,N.A.,Supremo
AP807006,Shri P. Venkatarami Reddy,Indian Administrative Service,Andhra Pradesh,0,N.A.,N.A.,N.A.,Supremo
BH048900,Shri Lokesh Kumar Singh,Indian Administrative Service,Bihar,0,B.A.,History,First,Supremo
BH048900,Shri Lokesh Kumar Singh,Indian Administrative Service,Bihar,2,M.A.,History,First,Supremo
BH049000,Ms. Bandana Preyashi,Indian Administrative Service,Bihar,0,B.A. Honours,English Lit,Second,Supremo
BH049000,Ms. Bandana Preyashi,Indian Administrative Service,Bihar,2,M.A.,English Lit,Second,Supremo
BH049000,Ms. Bandana Preyashi,Indian Administrative Service,Bihar,4,M.Phil.,English Lit,Pass,Supremo
BH049100,Shri Anupam Kumar,Indian Administrative Service,Bihar,0,B.Sc.,Physics,First,Supremo
BH049100,Shri Anupam Kumar,Indian Administrative Service,Bihar,2,M.Sc.,Physics,First,Supremo
BH049200,Shri Asangba Chuba Ao,Indian Administrative Service,Bihar,0,B.A. Honours,English Lit,Second,Supremo
BH049200,Shri Asangba Chuba Ao,Indian Administrative Service,Bihar,2,M.A.,English Lit,Second,Supremo
AP907101,Shri P. Lakshmi Narasimham,Indian Administrative Service,Andhra Pradesh,0,N.A.,N.A.,N.A.,Supremo
AM028000,Shri Sanjay Goyal,Indian Administrative Service,Madhya Pradesh,0,B.Sc.(Hons),Chemistry,First,Supremo
AM028000,Shri Sanjay Goyal,Indian Administrative Service,Madhya Pradesh,2,LL.B.,Constl.law,Second,Supremo
HP811007,Shri Vikas Labroo,Indian Administrative Service,Himachal Pradesh,0,N.A.,N.A.,N.A.,Supremo
CG810008,Shri Anil Kumar Tuteja,Indian Administrative Service,Chhattisgarh,0,N.A.,N.A.,N.A.,Supremo
CG810010,Shri Niranjan Das,Indian Administrative Service,Chhattisgarh,0,M.Sc.,Geology,First,Supremo
CG810011,Shri Emil Lakra,Indian Administrative Service,Chhattisgarh,0,N.A.,N.A.,N.A.,Supremo
PB809002,Shri Mohinder Pal Arora,Indian Administrative Service,Punjab,0,N.A.,N.A.,N.A.,Supremo
GJ910009,Shri M S Patel,Indian Administrative Service,Gujarat,0,N.A.,N.A.,N.A.,Supremo
GJ910010,Shri B C Patni,Indian Administrative Service,Gujarat,0,N.A.,N.A.,N.A.,Supremo
GJ910011,Shri L P Padalia,Indian Administrative Service,Gujarat,0,N.A.,N.A.,N.A.,Supremo
MH811101,Shri V.N. Kalam,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
MH811102,Shri S.M. Kakani,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
MH811103,Shri K.D. Nimbalkar,Indian Administrative Service,Maharashtra,0,B.Sc.,Agriculture,First with Distinction,Supremo
MH811103,Shri K.D. Nimbalkar,Indian Administrative Service,Maharashtra,2,M.Sc.,Agriculture,First with Distinction,Supremo
MH811104,Shri S.N. Bhange,Indian Administrative Service,Maharashtra,0,M.Sc. (Agri),Agronomy,First,Supremo
MH811105,Shri A.M. Kawade,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
MH811106,Shri S.M. Channe,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
MH811107,Shri A.B. Misal,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
KN809010,Shri Shivayogi C. Kalasad,Indian Administrative Service,Karnataka,0,N.A.,N.A.,N.A.,Supremo
MN810505,Shri H. Gyan Prakash,Indian Administrative Service,Manipur,0,B.A.,Economic Hons.,Second,Supremo
UT810102,Shri D.A. Hawaldar,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo
UT810103,Shri P.S. Reddy,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo
HY809005,Shri Vinay Singh,Indian Administrative Service,Haryana,0,N.A.,N.A.,N.A.,Supremo
HY809006,Shri Chander Shekhar,Indian Administrative Service,Haryana,0,B.A.,English,First,Supremo
HY809006,Shri Chander Shekhar,Indian Administrative Service,Haryana,2,LL.B.,Law,First,Supremo
HY809006,Shri Chander Shekhar,Indian Administrative Service,Haryana,4,Diploma,Tourism,Second,Supremo
HY809006,Shri Chander Shekhar,Indian Administrative Service,Haryana,6,PG Diploma,Journalism,Second,Supremo
HY809006,Shri Chander Shekhar,Indian Administrative Service,Haryana,8,M.B.A.,Business Admn.,Second,Supremo
HY809006,Shri Chander Shekhar,Indian Administrative Service,Haryana,10,LL.M.,Law,Second,Supremo
HY809006,Shri Chander Shekhar,Indian Administrative Service,Haryana,12,M.P.A.,Policy Analysis,First,Supremo
HY809006,Shri Chander Shekhar,Indian Administrative Service,Haryana,14,PG Diploma,Intellectual Property Rights,Second,Supremo
HY809007,Dr.(Smt.) Renu S. Phulia,Indian Administrative Service,Haryana,0,PG Diploma,Management,-,Supremo
HY809007,Dr.(Smt.) Renu S. Phulia,Indian Administrative Service,Haryana,2,PG Diploma,Human Res Mngmt,-,Supremo
HY809007,Dr.(Smt.) Renu S. Phulia,Indian Administrative Service,Haryana,4,Master in Business Administration,Business Admn.,-,Supremo
HY809007,Dr.(Smt.) Renu S. Phulia,Indian Administrative Service,Haryana,6,Ph. D.,Political Sc.,-,Supremo
HY810101,Shri Sanjay Joon,Indian Administrative Service,Haryana,0,N.A.,N.A.,N.A.,Supremo
CG810007,Shri A Kulbhushan Toppo,Indian Administrative Service,Chhattisgarh,0,B.A.,Art,Second,Supremo
CG810007,Shri A Kulbhushan Toppo,Indian Administrative Service,Chhattisgarh,2,M.A.,History,Second,Supremo
CG810012,Shri Govindram Churendra,Indian Administrative Service,Chhattisgarh,0,M.A.,Geography,First,Supremo
CG810009,Shri Narendra Kumar Shukla,Indian Administrative Service,Chhattisgarh,0,M.Sc.,Chemistry,First,Supremo
MP811311,Shri Vinod Kumar Sharma,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
RJ810315,Shri Laxmi Narain Meena,Indian Administrative Service,Rajasthan,0,N.A.,N.A.,N.A.,Supremo
RJ811303,Shri Som Nath Mishra,Indian Administrative Service,Rajasthan,0,N.A.,N.A.,N.A.,Supremo
RJ811304,Shri B.L. Swarnkar,Indian Administrative Service,Rajasthan,0,N.A.,N.A.,N.A.,Supremo
RJ812303,Shri Babu Lal Kothari,Indian Administrative Service,Rajasthan,0,N.A.,N.A.,N.A.,Supremo
RJ812307,Shri Anil Gupta,Indian Administrative Service,Rajasthan,0,N.A.,N.A.,N.A.,Supremo
MP811302,Shri Narendra Singh Parmar,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811303,Shri Madhukar Agneya,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811305,Shri Prakash Chandra Jangre,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811306,Shri Shri Nivas Sharma,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811307,Shri Ashok Kumar Sharma,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811309,Shri Rajeev Sharma,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811310,Shri Mukesh Kumar Shukla,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
MP811312,Shri Alka Shrivastava,Indian Administrative Service,Madhya Pradesh,0,N.A.,N.A.,N.A.,Supremo
UP812311,Ms. Kanak Tripathi,Indian Administrative Service,Uttar Pradesh,0,N.A.,N.A.,N.A.,Supremo
CG810110,Shri Bharat Lal Banjare,Indian Administrative Service,Chhattisgarh,0,M.A.,Geography,Second,Supremo
CG810110,Shri Bharat Lal Banjare,Indian Administrative Service,Chhattisgarh,2,M.Phil.,Geography,Second,Supremo
RJ909002,Shri R.S. Jakhar,Indian Administrative Service,Rajasthan,0,N.A.,N.A.,N.A.,Supremo
BH049500,Ms. Cherry Malik,Indian Administrative Service,Bihar,0,B.A.,Philosophy,First,Supremo
BH049500,Ms. Cherry Malik,Indian Administrative Service,Bihar,2,M.A.,Philosophy,Second,Supremo
BH920900,Shri Dinanath Mandal,Indian Administrative Service,Bihar,0,Graduate,N.A.,Ordinary,Supremo
UD067500,Shri Haritash Gulshan,Indian Administrative Service,Uttarakhand,0,N.A.,N.A.,N.A.,Supremo
GJ908002,Shri H. N. Thakkar,Indian Administrative Service,Gujarat,0,N.A.,N.A.,N.A.,Supremo
JK907900,Shri S Mahajan,Indian Administrative Service,Jammu & Kashmir,0,Graduate,N.A.,Ordinary,Supremo
KL808001,Shri P.G. Thomas,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL808010,Shri K.G. Raju,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KL88A014,Ms. K S Saramma,Indian Administrative Service,Kerala,0,N.A.,N.A.,N.A.,Supremo
KN809002,Shri K. R. Sunda,Indian Administrative Service,Karnataka,0,N.A.,N.A.,N.A.,Supremo
AM812205,Shri Debeswar Malakar,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM813201,Shri Sanjeeb Kr. Gogoi,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM813202,Shri Kumud Chandra Kalita,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM813203,Ms. Krishna Gohain,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM813204,Shri Gaurav Bothra,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM813206,Ms. Roshan Ara Begum,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM813208,Shri Shamsher Singh,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM813209,Shri Gokul Mohan Hazarika,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM813210,Shri Rupak Kr. Mazumdar,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
AM813211,Ms. Monalisa Goswami,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,N.A.,Supremo
GJ910012,Shri K D Chandani,Indian Administrative Service,Gujarat,0,N.A.,N.A.,N.A.,Supremo
KN811101,Shri Umesh Kusugal,Indian Administrative Service,Karnataka,0,N.A.,N.A.,N.A.,Supremo
MH812104,Shri A.B. Unhale,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
MH812105,Shri S.S. Dumbare,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
MH812106,Shri O.N. Deshmukh,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
MH812107,Shri S.R. Jondhale,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
MH812108,Shri D.D. Pandharpatte,Indian Administrative Service,Maharashtra,0,LL.B.,Civil & Criminal Law,Pass,Supremo
MH812108,Shri D.D. Pandharpatte,Indian Administrative Service,Maharashtra,2,LL.M.,Human Rights,Pass,Supremo
MH812108,Shri D.D. Pandharpatte,Indian Administrative Service,Maharashtra,4,Ph. D.,Sociology,Awarded,Supremo
MH812110,Shri S.M. Lokhande,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo
NL812102,Shri Chubasangla Anar,Indian Administrative Service,Nagaland,0,N.A.,N.A.,N.A.,Supremo
NL812103,Shri Kelei Zeliang,Indian Administrative Service,Nagaland,0,N.A.,N.A.,N.A.,Supremo
OR813104,Shri Niranjan Sahu,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
OR813105,Shri Prasanta Kumar Senapati,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
OR813108,Shri Sundarlal Seal,Indian Administrative Service,Odisha,0,N.A.,N.A.,N.A.,Supremo
TN909001,Shri D. Jagannathan,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
TN909002,Shri L. Sitherasenan,Indian Administrative Service,Tamil Nadu,0,N.A.,N.A.,N.A.,Supremo
UT810407,Shri Nani Mali,Indian Administrative Service,A G M U T,0,N.A.,N.A.,N.A.,Supremo
UT810408,Shri Onit Panyang,Indian Administrative Service,A G M U T,0,"B.A., LL.B.",Administrative Laws and Other Laws,Second,Supremo
UT811407,Shri S. Sundaravadivelu,Indian Administrative Service,A G M U T,0,B.Sc.,Veterinary Sc.,First,Supremo
WB812108,Shri Saibal Barman,Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo
WB812109,Shri Bholanath Das,Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo
WB812111,Shri Sudip Ghosh,Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo
WB812112,Ms. Soma Bhattacharjee (Nee Basu),Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo
WB812113,Shri Rabindranath Roy,Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo
WB812114,Shri Pradip Gobinda Chaudhuri,Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo
WB812116,Shri Naba Gopal Hira,Indian Administrative Service,West Bengal,0,N.A.,N.A.,N.A.,Supremo
BH049300,Ms. Palka Sahni,Indian Administrative Service,Bihar,0,B.Sc.,Physics,First,Supremo
BH049400,Shri R Lakshmaman,Indian Administrative Service,Bihar,0,B.Com.,Auditing,First,Supremo
BH049400,Shri R Lakshmaman,Indian Administrative Service,Bihar,2,C.A.,Auditing,Second,Supremo
BH049600,Dr. Birendra Prasad Yadav,Indian Administrative Service,Bihar,0,B.V.Sc. & A.H.,Veterinary Sc.,First,Supremo
BH049600,Dr. Birendra Prasad Yadav,Indian Administrative Service,Bihar,2,M.V.Sc.,Livestock Production,-,Supremo
BH049600,Dr. Birendra Prasad Yadav,Indian Administrative Service,Bihar,4,M.A.,Economics,First,Supremo
BH049700,Shri Kundan Kumar,Indian Administrative Service,Bihar,0,B.A.,History,Second,Supremo
BH049700,Shri Kundan Kumar,Indian Administrative Service,Bihar,2,Master of Business Laws,Contract and Taxation Law,Pass,Supremo
BH049800,Shri Abhay Kumar Singh,Indian Administrative Service,Bihar,0,B.E.,Computer Sc,First with Distinction,Supremo
AP809005,Ms. M. Padma,Indian Administrative Service,Andhra Pradesh,0,N.A.,N.A.,N.A.,Supremo
