ID,Name,Service,Cadre,Reference_Value,Designation,Level,Office,Organisation,Field_of_Experience,Category_of_Experience,Start_Date,End_Date,Source
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,10,Spl Officer,Joint Secretary,,Cadre (AIS),Municipal Administration,Urban Development,01/08/1974,01/09/1977,Supremo
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,11,District Collector,Joint Secretary,Hyderabad,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/12/1973,01/08/1974,Supremo
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,12,Director,Director,,Cadre (AIS),Industries,Industries,01/08/1971,01/12/1973,Supremo
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,13,Additional Director,Director,,Cadre (AIS),Industries,Industries,01/09/1970,01/08/1971,Supremo
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,14,Deputy Secretary,Deputy Secretary,M/o Steel,Centre,Heavy Industries,Industries,01/05/1968,01/07/1970,Supremo
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,15,Pvt Secy,Deputy Secretary Equivalent,M/o Steel,Centre,Personnel Mgmt,Personnel and General Administration,01/03/1967,01/05/1968,Supremo
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,16,Deputy Secretary,Deputy Secretary,M/o Mines,Centre,Mines,Mines & Minerals,01/03/1966,01/03/1967,Supremo
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,17,Director,Under Secretary,,Cadre (AIS),Public Relations,Information & Broadcasting,01/04/1960,01/08/1964,Supremo
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,18,Under Secy,Junior Scale,,Cadre (AIS),General Administration,Personnel and General Administration,01/11/1958,01/09/1959,Supremo
AP007400,Shri Narendra Luther,Indian Administrative Service,Andhra Pradesh,19,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/09/1957,01/10/1958,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,0,N.A.,Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/08/1988,01/10/1988,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,1,N.A.,Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/07/1988,01/08/1988,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,2,N.A.,Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/12/1986,01/08/1988,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,3,N.A.,Additional Secretary,,Cadre (AIS),Irrigation,Water Resources,01/12/1985,01/12/1986,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,4,N.A.,Additional Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/09/1985,01/12/1985,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,5,N.A.,Additional Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/08/1985,01/09/1985,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,6,Additional Secy,Additional Secretary,M/o Agriculture,Centre,Agriculture,Agriculture & Cooperation,01/09/1981,01/03/1985,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,7,Zonal Manager,Joint Secretary Equivalent,"M/o Consumer Affairs, Food & Public Distribution",Centre,Public Distribution,"Consumer Affairs, Food & PD",01/10/1980,01/09/1981,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,8,Jt Secy,Joint Secretary,M/o Defence,Centre,Defence,Defence,01/05/1977,01/07/1980,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,9,Jt Secy,Joint Secretary,M/o Agriculture,Centre,Agriculture,Agriculture & Cooperation,01/08/1976,01/05/1977,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,10,Jt Secy,Joint Secretary,M/o Agriculture,Centre,Agriculture,Agriculture & Cooperation,01/11/1975,01/08/1976,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,11,N.A.,Joint Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/11/1974,01/11/1975,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,12,Commissioner,Joint Secretary,,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,01/06/1973,01/11/1974,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,13,Secretary,Director,,Cadre (AIS),Home,Home,01/01/1972,01/06/1973,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,14,Registrar,Director,,Cadre (AIS),Cooperatives,Agriculture & Cooperation,01/06/1970,01/12/1971,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,15,Jt Secy,Director,,Cadre (AIS),Education,Human Resource Dev,01/07/1969,01/06/1970,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,16,Director,Deputy Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/04/1968,01/04/1969,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,17,N.A.,Deputy Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/04/1966,01/03/1968,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,18,Deputy Secretary,Deputy Secretary,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/05/1964,01/04/1966,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,19,District Collector,Under Secretary,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/08/1959,01/05/1964,Supremo
BH009500,Shri Ps Kohli,Indian Administrative Service,Bihar,20,Assistant Collector & A D M,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/06/1957,01/07/1959,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,0,Secretary,Secretary,M/o Health & Family Welfare,Centre,Health & Family Welfare,Health & Family Welfare,01/09/1988,01/12/1990,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,1,Chairman,Secretary,,Cadre (AIS),Flood Control,Water Resources,01/08/1988,01/09/1988,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,2,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/02/1987,01/08/1988,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,3,N.A.,Secretary,,Cadre (AIS),Industries,Industries,01/12/1986,01/02/1987,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,4,Commissioner & Secy,Additional Secretary,,Cadre (AIS),Forests,Environment & Forests,01/08/1984,01/12/1986,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,5,Chairman,Additional Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/08/1984,01/12/1986,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,6,Commissioner & Secy,Additional Secretary,,Cadre (AIS),Forests,Environment & Forests,01/07/1984,01/08/1984,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,7,Commissioner & Secy,Additional Secretary,,Cadre (AIS),Rural Development,Rural Dev,01/11/1982,01/07/1984,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,8,Jt Secy,Joint Secretary,M/o Commerce & Industry,Centre,Industries,Industries,01/06/1979,01/09/1982,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,9,N.A.,Joint Secretary Equivalent,M/o Textiles,Centre,Handlooms,Textiles,01/10/1978,01/06/1979,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,10,Secretary,Joint Secretary Equivalent,M/o Finance & Company Affairs,Centre,Personnel Mgmt,Personnel and General Administration,01/08/1978,01/10/1978,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,11,Jt Secy,Joint Secretary,M/o Rural Dev,Centre,Rural Development,Rural Dev,01/11/1977,01/08/1978,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,12,Secretary,Joint Secretary Equivalent,M/o Finance & Company Affairs,Centre,Recruitment Bd,Service Commn,01/08/1977,01/11/1977,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,13,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Education,Human Resource Dev,01/08/1976,01/08/1977,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,14,Commissioner,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/01/1976,01/08/1976,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,15,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Industries,Industries,01/02/1975,01/01/1976,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,16,Commissioner,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/11/1973,01/02/1975,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,17,Director,Joint Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/10/1972,01/11/1973,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,18,Deputy Commissioner,Director,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/06/1971,01/10/1972,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,19,Director,Director,,Cadre (AIS),Home,Home,01/08/1969,01/06/1971,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,20,N.A.,Deputy Secretary Equivalent,"M/o Consumer Affairs, Food & Public Distribution",Centre,Public Distribution,"Consumer Affairs, Food & PD",01/12/1967,01/08/1969,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,21,Deputy Secretary,Under Secretary,,Cadre (AIS),Finance,Finance,01/05/1962,01/07/1966,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,22,District Collector,Under Secretary,Darbhanga,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/12/1960,01/05/1962,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,23,Deputy Dev Commissioner,Under Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/11/1959,01/12/1960,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,24,Under Secy,Junior Scale,,Cadre (AIS),Political Affairs,Home,01/06/1958,01/06/1959,Supremo
BH009600,Shri R Srinivasan,Indian Administrative Service,Bihar,25,Assistant Collector & A D M,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1957,01/04/1958,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,0,N.A.,Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/05/1989,01/08/1989,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,1,N.A.,Secretary,,Cadre (AIS),Planning,Planning & Prog Implementation,01/06/1988,01/05/1989,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,2,Commissioner,Additional Secretary,,Cadre (AIS),Industries,Industries,01/07/1987,01/06/1988,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,3,N.A.,Additional Secretary,Prior - Reversion,Centre (Study Leave),,N.Applicable,01/05/1987,01/06/1987,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,4,Additional Secy,Additional Secretary,M/o Communications & Info Tech,Centre,Communication,Communications & Information Technology,01/11/1983,01/05/1987,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,5,Director,Joint Secretary Equivalent,M/o Defence,Centre,Personnel Training,Personnel and General Administration,01/11/1978,01/11/1983,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,6,N.A.,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/12/1976,01/11/1978,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,7,N.A.,Joint Secretary,,Cadre (AIS),Urban Develoment,Urban Development,01/06/1975,01/11/1976,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,8,Secretary,Joint Secretary,,Cadre (AIS),Public Works,Public Works,01/05/1974,01/05/1975,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,9,Commissioner,Joint Secretary,,Cadre (AIS),Finance,Finance,01/07/1973,01/05/1974,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,10,Spl Secy,Joint Secretary,,Cadre (AIS),Finance,Finance,01/09/1972,01/07/1973,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,11,Secretary,Director,,Cadre (AIS),Transport,Transport,01/07/1970,01/09/1972,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,12,Jt Secy,Deputy Secretary,,Cadre (AIS),Health & Family Welfare,Health & Family Welfare,01/10/1967,01/07/1970,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,13,District Collector,Deputy Secretary,Monghyr,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/01/1964,01/05/1967,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,14,Deputy Dev Commissioner,Under Secretary,,Cadre (AIS),Rural Development,Rural Dev,01/10/1962,01/01/1964,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,15,Settlement Officer,Under Secretary,,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,01/08/1960,01/10/1962,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,16,Charge Officer,Under Secretary,,Cadre (AIS),Statistics,Planning & Prog Implementation,01/12/1959,01/08/1960,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,17,Under Secy,Junior Scale,,Cadre (AIS),Revenue,Finance,01/10/1958,01/12/1959,Supremo
BH009800,Shri Ss Sharan,Indian Administrative Service,Bihar,18,Assistant Collector & A D M,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1957,01/10/1958,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,0,N.A.,Secretary,,Cadre (AIS),Welfare,Social Justice & Empowerment,01/12/1986,01/02/1989,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,1,N.A.,Secretary,,Cadre (AIS),Personnel and General Administration,Personnel and General Administration,01/02/1986,01/12/1986,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,2,N.A.,Additional Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/08/1984,01/02/1986,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,3,Commissioner,Additional Secretary,,Cadre (AIS),Administrative Reforms,Personnel and General Administration,01/04/1983,01/08/1984,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,4,Chairman,Additional Secretary,,Cadre (AIS),Recruitment Bd,Service Commn,01/04/1981,01/02/1988,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,5,Chairman & M D,Joint Secretary,,Cadre (AIS),Corporate Management (New),Corporate Management (New),01/07/1980,01/04/1981,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,6,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Home,Home,01/01/1979,01/07/1980,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,7,Administrator,Joint Secretary,,Cadre (AIS),Road Transport,Transport,01/07/1978,01/01/1979,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,8,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Mines,Mines & Minerals,01/04/1977,01/07/1978,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,9,Commissioner,Joint Secretary,,Cadre (AIS),Animal Husbandry,Agriculture & Cooperation,01/04/1976,01/04/1977,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,10,Commissioner & Secy,Joint Secretary,,Cadre (AIS),Health & Family Welfare,Health & Family Welfare,01/06/1974,01/04/1976,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,11,Divisional Commissioner,Joint Secretary,,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,01/07/1973,01/06/1974,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,12,Spl Secy,Joint Secretary,,Cadre (AIS),Education,Human Resource Dev,01/09/1972,01/07/1973,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,13,Additional Secy,Director,,Cadre (AIS),Education,Human Resource Dev,01/07/1970,01/09/1972,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,14,Jt Secy,Director,,Cadre (AIS),Agriculture,Agriculture & Cooperation,01/11/1969,01/06/1970,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,15,Deputy Secretary,Deputy Secretary,,Cadre (AIS),Cooperatives,Agriculture & Cooperation,01/07/1964,01/11/1969,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,16,Deputy Secretary,Under Secretary,,Cadre (AIS),Public Works,Public Works,01/02/1963,01/03/1964,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,17,District Collector,Under Secretary,Saharsa,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/01/1961,01/02/1963,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,18,Deputy Secretary,Under Secretary,,Cadre (AIS),Finance,Finance,01/01/1960,01/01/1961,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,19,Under Secy,Under Secretary,,Cadre (AIS),Finance,Finance,01/06/1959,01/01/1960,Supremo
BH009900,Shri Vv Nathan,Indian Administrative Service,Bihar,20,Assistant Collector & A D M,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/08/1957,01/06/1959,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,0,Chairman,Secretary,,Cadre (AIS),Industries,Industries,01/02/1988,01/09/1990,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,1,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/07/1985,01/02/1988,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,2,Additional Chief Secretary,Additional Secretary,,Cadre (AIS),Elections,Law and Justice,01/03/1984,01/07/1985,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,3,Additional Chief Secretary,Additional Secretary,,Cadre (AIS),Home,Home,01/04/1983,01/03/1984,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,4,Secretary,Joint Secretary,,Cadre (AIS),Home,Home,01/04/1980,01/03/1983,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,5,Spl Secy,Joint Secretary,,Cadre (AIS),Education,Human Resource Dev,01/08/1977,01/04/1980,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,6,Secretary,Joint Secretary,,Cadre (AIS),Education,Human Resource Dev,01/07/1976,01/08/1977,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,7,Secretary,Joint Secretary,,Cadre (AIS),Home,Home,01/03/1975,01/07/1976,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,8,Secretary,Joint Secretary,,Cadre (AIS),Civil Supplies,"Consumer Affairs, Food & PD",01/05/1972,01/03/1975,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,9,Additional Secy,Director,,Cadre (AIS),Revenue,Finance,01/10/1971,01/05/1972,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,10,Deputy Secretary,Deputy Secretary,,Cadre (AIS),Administrative Reforms,Personnel and General Administration,01/06/1971,01/10/1971,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,11,Director,Deputy Secretary,,Cadre (AIS),Personnel Training,Personnel and General Administration,01/02/1968,01/06/1971,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,12,Deputy Secretary,Deputy Secretary,,Cadre (AIS),Revenue,Finance,01/06/1967,01/02/1968,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,13,District Collector,Deputy Secretary,,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,01/11/1965,01/06/1967,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,14,Director,Deputy Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/01/1965,01/11/1965,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,15,Director,Under Secretary,,Cadre (AIS),Transport,Transport,01/11/1963,01/01/1965,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,16,Pvt Secy,Under Secretary,,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,01/05/1960,01/10/1963,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,17,Under Secy,Under Secretary,,Cadre (AIS),Finance,Finance,01/09/1959,01/04/1960,Supremo
GJ004100,Shri Rv Chandramaoul,Indian Administrative Service,Gujarat,18,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/07/1957,01/09/1959,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,0,N.A.,Secretary,,Cadre (AIS),Expenditure,Finance,01/03/1988,01/04/1990,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,1,Chairman,Secretary,,Cadre (AIS),Finance,Finance,01/11/1987,01/03/1988,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,2,N.A.,Additional Secretary,,Cadre (AIS),,N.Applicable,01/08/1986,01/11/1987,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,3,Resident Commissioner,Additional Secretary,,Cadre (AIS),Liaison,Protocol,01/07/1982,01/08/1986,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,4,Jt Secy,Joint Secretary,M/o Agriculture,Centre,Agriculture,Agriculture & Cooperation,01/06/1977,01/07/1982,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,5,Secretary,Joint Secretary,,Cadre (AIS),Health & Family Welfare,Health & Family Welfare,01/06/1975,01/06/1977,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,6,Spl Secy,Joint Secretary,,Cadre (AIS),Revenue,Finance,01/04/1974,01/06/1976,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,7,Secretary,Joint Secretary,,Cadre (AIS),Education,Human Resource Dev,01/08/1973,01/04/1974,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,8,Commissioner,Joint Secretary,,Cadre (AIS),Industries,Industries,01/09/1972,01/08/1973,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,9,Director,Director,M/o Commerce & Industry,Centre,Foreign Trade,Commerce,01/10/1969,01/09/1972,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,10,Deputy Secretary,Deputy Secretary,M/o Commerce & Industry,Centre,Commerce,Commerce,01/08/1966,01/10/1969,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,11,Deputy Secretary,Deputy Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/12/1965,01/08/1966,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,12,Deputy Secretary,Under Secretary,,Cadre (AIS),Finance,Finance,01/10/1962,01/12/1965,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,13,Under Secy,Under Secretary,M/o Industry,Centre,Industries,Industries,01/02/1959,01/05/1962,Supremo
GJ004200,Ms. S L Singla,Indian Administrative Service,Gujarat,14,Assistant Collector,Junior Scale,,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,01/11/1957,01/12/1958,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,0,N.A.,Secretary Equivalent,Centre - Foreign Assignment,Centre (Foreign Posting),Liaison,Protocol,01/11/1990,30/11/1990,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,1,N.A.,Secretary Equivalent,Centre - Foreign Assignment,Centre (Foreign Posting),Liaison,Protocol,01/05/1990,01/11/1990,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,2,OSD to Minister,Secretary Equivalent,M/o Commerce & Industry,Centre,Industries,Industries,01/03/1990,01/04/1990,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,3,Secretary,Secretary,M/o Heavy Industries & Public Enterprises,Centre,Corporate Management (New),Corporate Management (New),01/01/1988,01/03/1990,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,4,Secretary,Secretary,M/o Information & Broadcasting,Centre,Information,Information & Broadcasting,01/12/1985,01/01/1988,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,5,Chief Secy,Secretary,,Cadre (AIS),General Administration,Personnel and General Administration,01/03/1984,01/12/1985,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,6,Additional Secy,Additional Secretary,M/o Tourism & Culture,Centre,Tourism,Tourism,01/10/1982,01/03/1984,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,7,Additional Secy,Additional Secretary,M/o Defence,Centre,Defence Production & Supplies,Defence,01/03/1981,01/10/1982,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,8,Jt Secy,Joint Secretary,M/o Mines,Centre,Mines,Mines & Minerals,01/04/1980,01/03/1981,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,9,N.A.,Joint Secretary Equivalent,Centre - Foreign Assignment,Centre (Foreign Posting),Elections,Law and Justice,01/01/1980,01/03/1980,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,10,Jt Secy,Joint Secretary,M/o Mines,Centre,Mines,Mines & Minerals,01/07/1978,01/01/1980,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,11,Jt Secy,Joint Secretary,M/o Commerce & Industry,Centre,Industries,Industries,01/04/1976,01/07/1978,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,12,Commissioner,Joint Secretary,,Cadre (AIS),Industries,Industries,01/08/1975,01/04/1976,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,13,Director,Joint Secretary,,Cadre (AIS),Industries,Industries,01/08/1973,01/08/1975,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,14,N.A.,Director Equivalent,Centre - Foreign Post,Centre (Foreign Posting),Finance,Finance,01/07/1969,01/08/1973,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,15,Deputy Secretary,Deputy Secretary,M/o Industry,Centre (Foreign Training),Industries,Industries,01/01/1966,01/07/1969,Supremo
UP017300,Shri Gn Mehra,Indian Administrative Service,Uttar Pradesh,16,Additional Director,Under Secretary,,Cadre (AIS),Industries,Industries,01/08/1962,01/01/1966,Supremo
