Item,Count
Civil Engg|N.A.-----Agriculture & Cooperation,1
Civil Engg|N.A.-----Industries,1
"Civil Engg|Civil Engg-----Consumer Affairs, Food & PD",1
Economics|Economics|Dev Studies|Economics-----,1
English-----Staff Officers,1
Sociology|Sociology|Sociology-----Industries,1
Sociology|Sociology|Sociology-----Human Resource Dev,1
Sociology|Sociology|Sociology-----Finance,1
Economics|Economics|Dev Studies|Economics-----N.Applicable,1
Law|Economics-----Water Resources,1
Zoology|Environmental Science|Environmental Science-----Health & Family Welfare,1
Zoology|Environmental Science|Environmental Science-----Petroleum & Natural Gas,1
Zoology|Environmental Science|Environmental Science-----Tourism,1
Zoology|Environmental Science|Environmental Science-----Planning & Prog Implementation,1
Zoology|Environmental Science|Environmental Science-----Industries,1
Textile Engg.|Public Policy & Mgmt-----Staff Officers,1
Veterinary Sc.|Parasitology|Veterinary Sc.|Parasitology|Law-----Industries,1
Mech.engg.|Public Mgmt & Policy-----Defence,1
Medicine Surgery-----Local Self Govt,1
Medical Sciences-----Transport,1
Information Sc-----Communications & Information Technology,1
"Surgery-----Consumer Affairs, Food & PD",1
Information Sc-----N.Applicable,1
Telecomm Engg-----Personnel and General Administration,1
Marketing Management-----Water Resources,1
History (hons)-----,1
Electronics and Communication-----Communications & Information Technology,1
Mechanical-----Information & Broadcasting,1
Anatomy-----Human Resource Dev,1
"Electronics & Telecom Engg-----Consumer Affairs, Food & PD",1
Physics (hons)|Physics-----Human Resource Dev,1
Mech.engg.|Public Mgmt & Policy-----Industries,1
Physics (hons)|Physics|Physics|Public Management-----N.Applicable,1
Botany|Public Management-----Land Revenue Mgmt & District Admn,1
Botany|Public Management-----N.Applicable,1
Finance-----N.Applicable,1
Public Mgmt-----Land Revenue Mgmt & District Admn,1
Aerospace Enginneering-----N.Applicable,1
Indian Industry-----N.Applicable,1
All Medical Subjects|Public Management-----Rural Dev,1
Mathematics|Computer Sc-----Urban Development,1
Public Management-----Public Administration,1
Public Management-----,1
Electronics and Communication-----Petroleum & Natural Gas,1
West Asian Studies-----,1
Economics|Public Management-----Personnel and General Administration,1
Business Admn.-----Energy,1
Civil Engg-----Textiles,1
Architecture|Economics-----,1
Architecture|Economics-----N.Applicable,1
Architecture|Economics-----Staff Officers,1
Architecture|Economics-----Industries,1
Architecture|Economics-----Public Works,1
Architecture|Economics-----Finance,1
Architecture|Economics-----Land Revenue Mgmt & District Admn,1
Mech.engg.|Public Mgmt & Policy-----Health & Family Welfare,1
Textile Engg.|Public Policy & Mgmt-----Agriculture & Cooperation,1
Mech.engg.|Public Mgmt & Policy-----Finance,1
Mech.engg.|Public Mgmt & Policy-----Planning & Prog Implementation,1
Mech.engg.|Public Mgmt & Policy-----Agriculture & Cooperation,1
Mech.engg.|Public Mgmt & Policy-----Communications & Information Technology,1
Mech.engg.|Public Mgmt & Policy-----Commerce,1
Veterinary Sc.|Parasitology|Veterinary Sc.|Parasitology|Law-----Environment & Forests,1
History|Intnl Studies|Political Sc.-----Defence,1
Medicine|Health Management|Intnl Studies|Public Policy-----Health & Family Welfare,1
Textile Engg.|Public Policy & Mgmt-----Youth Affairs & Sports,1
Zoology|Bio Chemistry-----Commerce,1
Electronics|Public Admn-----Human Resource Dev,1
N.A.|Anthropology|Law|Public Admn-----Law & Justice,1
Marketing Management-----Land Revenue Mgmt & District Admn,1
Electronics-----Public Works,1
Economics|Journalism-----Law & Justice,1
Physics|Electronics and Communication-----Public Works,1
Electrical Engg.|Electrical Engg.-----Social Justice & Empowerment,1
N.A.|Agriculture|Plant Pathology-----Urban Development,1
Art-----Information & Broadcasting,1
Physics|Taxation|Human Res Mngmt|Physics|Management-----Finance,1
Science|Public Admn-----Agriculture & Cooperation,1
Science|Public Admn-----Social Justice & Empowerment,1
Computer Sc|Public Mgmt & Policy-----Agriculture & Cooperation,1
Science|Public Admn-----Urban Development,1
Science|Public Admn-----Finance,1
Physics|Law|Physics-----Social Justice & Empowerment,1
Physics|Law|Physics-----Women & Child Dev,1
Electrical Engg.|Electrical Engg.-----Tourism,1
Computer Sc|Public Mgmt & Policy-----Personnel and General Administration,1
English|Sino-burmese Rl|English-----Personnel and General Administration,1
Computer Sc|Public Mgmt & Policy-----Energy,1
Computer Sc|Public Mgmt & Policy-----N.Applicable,1
Electrical Engg.|International Dev-----Women & Child Dev,1
Electrical Engg.|Commn.Engg-----Labour & Employment,1
Electrical Engg.|Commn.Engg-----Personnel and General Administration,1
Textile Engg.-----Law & Justice,1
Sanskrit-----Environment & Forests,1
History|Physiology|public affairs-----Industries,1
Finance|Mining.Engg.|Finance-----,1
Finance|Mining.Engg.|Finance-----N.Applicable,1
Finance|Mining.Engg.|Finance-----Law & Justice,1
English|Sino-burmese Rl|English-----Tourism,1
Computer Sc|Computer Sc-----Local Self Govt,1
Chemistry|Bio-Technology-----Environment & Forests,1
N.A.|Law|Political Sc.-----Agriculture & Cooperation,1
Art|N.A.|N.A.-----N.Applicable,1
N.A.|Agriculture|Plant Pathology-----Industries,1
Civil Engg|Management-----Energy,1
Civil Engg|Management-----Law & Justice,1
Civil Engg|Management-----Human Resource Dev,1
Anthropology|Zoology|Management-----Human Resource Dev,1
Anthropology|Zoology|Management-----Agriculture & Cooperation,1
Anthropology|Zoology|Management-----Finance,1
Agriculture|Plant Pathology|Plant Pathology-----Finance,1
Physics|Taxation|Human Res Mngmt|Physics|Management-----Agriculture & Cooperation,1
Agriculture|Plant Pathology|Plant Pathology-----Personnel and General Administration,1
Sociology-----Information & Broadcasting,1
Computer Sc|Computer Sc-----Women & Child Dev,1
Science|Mathematics|Management-----Finance,1
Art|N.A.|N.A.-----Tourism,1
Art|N.A.|N.A.-----Protocol,1
Physics|Electronics and Communication-----Planning & Prog Implementation,1
Physics|Electronics and Communication-----Personnel and General Administration,1
English|Sino-burmese Rl|English-----Transport,1
Art-----Social Justice & Empowerment,1
Electrical Engg.|Power Sys Engg-----Water Resources,1
Economic Hons.-----Land Revenue Mgmt & District Admn,1
Science|Public Admn-----Home,1
Computer Sc|Computer Sc-----Personnel and General Administration,1
Agriculture|Horticulture-----Personnel and General Administration,1
Agriculture|Horticulture-----Transport,1
Agriculture|Horticulture-----Tourism,1
Electrical Engg.|Electrical Engg.|Business Admn.-----Transport,1
Electrical Engg.|International Dev-----Local Self Govt,1
Electrical Engg.|International Dev-----Human Resource Dev,1
Electronics-----Science & Technology,1
Electrical Engg.|International Dev-----Finance,1
Philosophy|History|Computers|Art-----Personnel and General Administration,1
Philosophy|History|Computers|Art-----Science & Technology,1
Philosophy|History|Computers|Art-----Rural Dev,1
N.A.|Anthropology|Law|Public Admn-----N.Applicable,1
N.A.|Anthropology|Law|Public Admn-----Home,1
Medicine|Business Admn.-----Water Resources,1
Chemistry|Bio-Technology-----Industries,1
"Electrical Engg.|Electrical Engg.|Business Admn.-----Consumer Affairs, Food & PD",1
Mech.engg.|Integ Rural Engy Tech.-----Communications & Information Technology,1
Medicine|Health Management|Intnl Studies|Public Policy-----Personnel and General Administration,1
Medicine|Health Management|Intnl Studies|Public Policy-----Finance,1
Accountancy|Management|Law|Cost Acct-----Land Revenue Mgmt & District Admn,1
Mech.engg.|Public Mgmt & Policy-----Information & Broadcasting,1
Mech.engg.|Public Mgmt & Policy-----Public Administration,1
Chemistry|Bio-Technology-----,1
Chemistry|Bio-Technology-----Protocol,1
Chemistry|Bio-Technology-----Transport,1
Botany|Anthropology|Anthropology-----Finance,1
Chemistry|Bio-Technology-----Defence,1
Chemistry|Bio-Technology-----Energy,1
English|Sino-burmese Rl|English-----Finance,1
"English|Sino-burmese Rl|English-----Consumer Affairs, Food & PD",1
English|Sino-burmese Rl|English-----,1
English|French|Law|Psychology-----Water Resources,1
Textile Engg.-----Tourism,1
Civil Engg|Public Admn-----Agriculture & Cooperation,1
English Lit|English Lit|English Lit-----Agriculture & Cooperation,1
English Lit|English Lit|English Lit-----Law & Justice,1
"English Lit|English Lit|English Lit-----Consumer Affairs, Food & PD",1
English Lit|English Lit|English Lit-----N.Applicable,1
English Lit|English Lit|English Lit-----Urban Development,1
English Lit|English Lit|English Lit-----Home,1
Agronomy-----Agriculture & Cooperation,1
Agronomy-----Urban Development,1
Agronomy-----Rural Dev,1
N.A.|Law-----Social Justice & Empowerment,1
N.A.|Law-----N.Applicable,1
N.A.|Law-----Commerce,1
Philosophy|History|Computers|Art-----Public Administration,1
Civil Engg|Public Admn-----Local Self Govt,1
Civil Engg|Public Admn-----Energy,1
Civil Engg|Public Admn-----Tourism,1
English|French|Law|Psychology-----Planning & Prog Implementation,1
English|French|Law|Psychology-----Communications & Information Technology,1
English|French|Law|Psychology-----,1
English|French|Law|Psychology-----Law & Justice,1
English|French|Law|Psychology-----Finance,1
Surgery|Medicine-----Land Revenue Mgmt & District Admn,1
Surgery|Medicine-----Energy,1
Electronics|Electronics and Communication-----Tourism,1
Political Sc.|Political Sc.|Management-----Local Self Govt,1
Economics|Economics|French-----Culture,1
Economics|Economics|French-----N.Applicable,1
Geography|Geography-----Corporate Management (New),1
"Demography,|Cooperation|Economics|Economics-----Finance",1
English Lit|Law|Business Admn.|English Lit|Rural Dev-----Urban Development,1
"Demography,|Cooperation|Economics|Economics-----Urban Development",1
"Demography,|Cooperation|Economics|Economics-----Transport",1
"Demography,|Cooperation|Economics|Economics-----Personnel and General Administration",1
Urban Planning|Economics|Sociology|Sociology-----Land Revenue Mgmt & District Admn,1
Political Sc.|Political Sc.|Management-----Science & Technology,1
Political Sc.|Political Sc.|Management-----Health & Family Welfare,1
Political Sc.|Political Sc.|Management-----Tourism,1
"English Lit|Law|Law|Political Sc.-----Consumer Affairs, Food & PD",1
Fishery Science|Fishery Science|Science-----Transport,1
English Lit|Law|Business Admn.|English Lit|Rural Dev-----N.Applicable,1
English Lit|Law|Business Admn.|English Lit|Rural Dev-----Culture,1
English Lit|Law|Law|Political Sc.-----Land Revenue Mgmt & District Admn,1
English|English|Law-----Industries,1
Geology-----Tourism,1
Law|N.A.|N.A.-----Urban Development,1
"English Lit|Physics|Economics|English Lit|Rural Dev-----Consumer Affairs, Food & PD",1
English Lit|Physics|Economics|English Lit|Rural Dev-----Agriculture & Cooperation,1
English Lit|Physics|Economics|English Lit|Rural Dev-----Finance,1
English Lit|Physics|Economics|English Lit|Rural Dev-----Personnel and General Administration,1
English Lit|Law|Law|Political Sc.-----Urban Development,1
Agriculture|Business Admn.|Economics-----Finance,1
Forensic Sc.-----,1
Administrative Laws and Other Laws-----Health & Family Welfare,1
English Lit|History|Human Res.mgt|Administrative Laws and Other Laws-----Rural Dev,1
Mech.engg.|Indl Engg.|Public Management & Governance-----Personnel and General Administration,1
Mech.engg.|Indl Engg.|Public Management & Governance-----Public Administration,1
Psychology|Psychology|Philosophy|Public Admn-----Transport,1
Psychology|Psychology|Philosophy|Public Admn-----Local Self Govt,1
Psychology|Psychology|Philosophy|Public Admn-----Women & Child Dev,1
Psychology|Psychology|Philosophy|Public Admn-----Personnel and General Administration,1
Psychology|Psychology|Philosophy|Public Admn-----Land Revenue Mgmt & District Admn,1
Medical&dental-----Water Resources,1
Medicine|Medical Sciences-----Human Resource Dev,1
Medicine|Medical Sciences-----Public Administration,1
Medicine|Medical Sciences-----Personnel and General Administration,1
English Lit|Physics|Economics|English Lit|Rural Dev-----Corporate Management (New),1
Administrative Laws and Other Laws-----Human Resource Dev,1
Political Sc.|Political Sc.-----Public Policy,1
Mech.engg.|Indl Engg.-----Petroleum & Natural Gas,1
Economics|Political Sc.|Public Admn-----N.Applicable,1
Forensic Sc.-----Petroleum & Natural Gas,1
Chemistry|Geology|Physics-----Energy,1
Chemistry|Geology|Physics-----N.Applicable,1
Economic Hons.|Intrnl Business-----Land Revenue Mgmt & District Admn,1
Cooperation|Agriculture|Agriculture-----N.Applicable,1
English Lit|Law|Business Admn.|English Lit|Rural Dev-----Tourism,1
English Lit|Physics|Economics|English Lit|Rural Dev-----Land Revenue Mgmt & District Admn,1
English|English|Law-----Local Self Govt,1
English|English|Law-----Social Justice & Empowerment,1
English Lit|Physics|Economics|English Lit|Rural Dev-----Urban Development,1
Physics|Business Admn.-----Water Resources,1
Commerce|Law|Intnl.law-----Science & Technology,1
Political Sc.|Business Admn.|Intnl.affairs|Political Sc.-----Staff Officers,1
Political Sc.|Business Admn.|Intnl.affairs|Political Sc.-----Tourism,1
Mech.engg.|Pers.Mgt.-----Law & Justice,1
Mech.engg.|Pers.Mgt.-----Protocol,1
Mech.engg.|Pers.Mgt.-----Finance,1
Mech.engg.|Pers.Mgt.-----Energy,1
Accountancy|Commerce-----Protocol,1
Accountancy|Commerce-----Textiles,1
English Lit|Law|Law|Political Sc.-----Home,1
Economics|Law|Business Admn.|Economics-----Health & Family Welfare,1
Mathematics|Chemistry|Political Sc.-----Staff Officers,1
Agriculture|Business Admn.|Economics-----Health & Family Welfare,1
Mathematics|Chemistry|Political Sc.-----Local Self Govt,1
Mathematics|Chemistry|Political Sc.-----Finance,1
Mathematics|Chemistry|Political Sc.-----N.Applicable,1
Economics|Law|Business Admn.|Economics-----N.Applicable,1
Economics|Law|Business Admn.|Economics-----Industries,1
Economics|Law|Business Admn.|Economics-----Finance,1
Economics|Law|Business Admn.|Economics-----Tourism,1
Economics|Law|Sociology-----Agriculture & Cooperation,1
Accountancy|Commerce-----N.Applicable,1
Economics|Law|Sociology-----Urban Development,1
Economics|Law|Sociology-----Commerce,1
English Lit-----Information & Broadcasting,1
Commerce|Law|Intnl.law-----N.Applicable,1
Accountancy|Commerce-----Urban Development,1
Commerce|Law|Intnl.law-----Land Revenue Mgmt & District Admn,1
English Lit|Law|Business Admn.|English Lit|Rural Dev-----Home,1
Agriculture|Business Admn.|Economics-----Water Resources,1
Agriculture|Business Admn.|Economics-----Tourism,1
Agriculture|Business Admn.|Economics-----Personnel and General Administration,1
Agriculture|Business Admn.|Economics-----Environment & Forests,1
Commerce|Law-----Water Resources,1
Cooperation|Botany|Business Mgt|Botany|Forestry-----Youth Affairs & Sports,1
Cooperation|Botany|Business Mgt|Botany|Forestry-----Protocol,1
Cooperation|Botany|Business Mgt|Botany|Forestry-----Personnel and General Administration,1
Cooperation|Botany|Business Mgt|Botany|Forestry-----Land Revenue Mgmt & District Admn,1
English Lit|Law|Law|Political Sc.-----Planning & Prog Implementation,1
English Lit|Physics|Economics|English Lit|Rural Dev-----Protocol,1
Electrical Engg.|Finance|Cost Acct-----Urban Development,1
Engineeriing-----Human Resource Dev,1
Accountancy|Commerce-----Transport,1
Mathematics|Economics|Economics-----Communications & Information Technology,1
Mathematics|Economics|Economics-----N.Applicable,1
Mathematics|Economics|Economics-----Law & Justice,1
Mathematics|Economics|Economics-----Land Revenue Mgmt & District Admn,1
Mathematics|Economics|Economics-----Health & Family Welfare,1
"Zoology-----Consumer Affairs, Food & PD",1
Urban Studies|Civil Engg|Urban Planning-----Personnel and General Administration,1
Law|Commerce-----Energy,1
English Lit|History|Human Res.mgt|Administrative Laws and Other Laws-----Information & Broadcasting,1
Forensic Sc.-----Staff Officers,1
English Lit|Law|Law|Political Sc.-----Labour & Employment,1
Chemistry|Organic Chemistry-----Personnel and General Administration,1
Sociology|Rural Dev-----Home,1
Sociology|Rural Dev-----Health & Family Welfare,1
Sociology|Rural Dev-----Industries,1
Agriculture|Plant Breeding-----Personnel and General Administration,1
Agriculture|Plant Breeding-----Social Justice & Empowerment,1
Agriculture|Plant Breeding-----Environment & Forests,1
Surgery|Finance-----Finance,1
Surgery|Finance-----Agriculture & Cooperation,1
Surgery|Finance-----N.Applicable,1
Chemistry|Environmental Science|Environmental Science|French|French-----Home,1
Computer Sc|Business Admn.-----Health & Family Welfare,1
Chemistry|Organic Chemistry-----Human Resource Dev,1
Medical&dental-----Information & Broadcasting,1
N.A.|Botany-----Personnel and General Administration,1
N.A.|N.A.|Social Security-----Urban Development,1
N.A.|Economics-----Rural Dev,1
N.A.|Economics-----Social Justice & Empowerment,1
Chemistry|Environmental Science|Environmental Science|French|French-----Commerce,1
Chemistry|Environmental Science|Environmental Science|French|French-----Environment & Forests,1
Electronics Engg-----Communications & Information Technology,1
N.A.|N.A.-----Women & Child Dev,1
Sociology-----Finance,1
Agriculture|Agrl.Economics-----Transport,1
Agriculture|Agrl.Economics-----Commerce,1
Psychology-----Planning & Prog Implementation,1
Medical&dental-----Rural Dev,1
Forensic Sc.-----Finance,1
Agriculture|Management-----Transport,1
Agriculture|Management-----,1
Agriculture|Agriculture|Agriculture|Horticulture-----ST Welfare,1
Agriculture|Agriculture|Agriculture|Horticulture-----Science & Technology,1
Agriculture|Agriculture|Agriculture|Horticulture-----Personnel and General Administration,1
Agriculture|Agriculture|Agriculture|Horticulture-----Agriculture & Cooperation,1
Economics|Commerce|Rural Dev|Company Mgt.|Economic Dev.|Intrnl Deve Policy-----Home,1
Economics|Commerce|Rural Dev|Company Mgt.|Economic Dev.|Intrnl Deve Policy-----Rural Dev,1
Economics|Commerce|Rural Dev|Company Mgt.|Economic Dev.|Intrnl Deve Policy-----Finance,1
Economics|Commerce|Rural Dev|Company Mgt.|Economic Dev.|Intrnl Deve Policy-----Industries,1
Economics|Commerce|Rural Dev|Company Mgt.|Economic Dev.|Intrnl Deve Policy-----Labour & Employment,1
Agriculture|Management-----Energy,1
Chemical Engg|Economics-----Land Revenue Mgmt & District Admn,1
Agriculture|Plant Breeding-----Human Resource Dev,1
Forestry|Silviculture|International Dev-----Social Justice & Empowerment,1
Accountancy-----Energy,1
Geography|Human Resource-----Human Resource Dev,1
Geography|Human Resource-----Industries,1
Veterinary Sc.|Animal Husby-----,1
Veterinary Sc.|Animal Husby-----Staff Officers,1
Veterinary Sc.|Animal Husby-----Rural Dev,1
Veterinary Sc.|Animal Husby-----Social Justice & Empowerment,1
Forestry|Silviculture|International Dev-----Commerce,1
Forestry|Silviculture|International Dev-----Staff Officers,1
Medical&dental-----Agriculture & Cooperation,1
Agriculture|Agrl.Economics-----Local Self Govt,1
English|English|Rural Dev-----Land Revenue Mgmt & District Admn,1
N.A.|N.A.-----Transport,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.|Political Sc.|From Green REvolution to Liberalissation Grown of-----Urban Development,1
English Lit|History|Human Res.mgt|Administrative Laws and Other Laws-----Urban Development,1
English Lit|History|Human Res.mgt|Administrative Laws and Other Laws-----Transport,1
Computer Sc|Physics-----Transport,1
Forensic Sc.-----Human Resource Dev,1
Political Sc.|Intnl Politics|Political Sc.-----Commerce,1
Political Sc.|Intnl Politics|Political Sc.-----Finance,1
Medicine|Preventive and Social Medicine-----Urban Development,1
Medicine|Medical Sciences-----Protocol,1
Medicine|Medical Sciences-----Finance,1
Computer Sc|Business Admn.-----Communications & Information Technology,1
Computer Sc|Business Admn.-----Industries,1
Chemical Engg|Fibre Sc.&tech.-----Urban Development,1
Computer Sc|Business Admn.-----Local Self Govt,1
English Lit|History|Human Res.mgt|Administrative Laws and Other Laws-----Personnel and General Administration,1
Chemical Engg|Fibre Sc.&tech.-----Agriculture & Cooperation,1
Chemical Engg|Fibre Sc.&tech.-----Industries,1
Civil Engg|Corporate Laws-----Public Administration,1
Civil Engg|Corporate Laws-----,1
Civil Engg|Corporate Laws-----Personnel and General Administration,1
Civil Engg|Corporate Laws-----Staff Officers,1
Textile Engg.-----Finance,1
"Textile Engg.-----Consumer Affairs, Food & PD",1
Surgery|Finance-----Personnel and General Administration,1
Forensic Sc.-----Health & Family Welfare,1
English Lit|History|Human Res.mgt|Administrative Laws and Other Laws-----Culture,1
English|English|Rural Dev-----Transport,1
Commerce|Archaeology|Law-----Finance,1
Commerce|Archaeology|Law-----Rural Dev,1
Medicine|Medical Sciences-----Urban Development,1
Veterinary Sc.|Dairy Science-----Industries,1
Petroleum Engg-----Finance,1
Medicine|Public Policy-----,1
Surgery|Finance-----Planning & Prog Implementation,1
Political Sc.|Intnl Politics-----Social Justice & Empowerment,1
Economics|Business Mgt|Business Mgt-----Energy,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.|Political Sc.|From Green REvolution to Liberalissation Grown of-----Public Works,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.|Political Sc.|From Green REvolution to Liberalissation Grown of-----Agriculture & Cooperation,1
Political Sc.|Political Sc.|Political Sc.|Political Sc.|Political Sc.|From Green REvolution to Liberalissation Grown of-----Water Resources,1
Medicine|Public Policy-----Finance,1
Law|Law-----Finance,1
Law|Law-----Urban Development,1
Political Sc.|Intnl Politics-----Women & Child Dev,1
Political Sc.|Intnl Politics-----Personnel and General Administration,1
Agriculture|Physiology-----Personnel and General Administration,1
Law|Law-----Law & Justice,1
Agriculture|Physiology-----N.Applicable,1
Political Sc.|Law-----Personnel and General Administration,1
Political Sc.|Law-----Commerce,1
Political Sc.|Law-----Staff Officers,1
Political Sc.|Law-----Human Resource Dev,1
Commerce|Archaeology|Law-----Personnel and General Administration,1
English Lit|Law|Law|Political Sc.-----Agriculture & Cooperation,1
Agriculture|Business Admn.|Economics-----Home,1
Economics|Economics|Political Eco|Economics|Philosophy|Economics-----N.Applicable,1
Physics|Economics|Political Sc.|Business Admn.|N.A.|Economics-----Women & Child Dev,1
Hindi|Economics-----Health & Family Welfare,1
Hindi|Economics-----Water Resources,1
Labour Laws|Urban Planning|Law|History-----Land Revenue Mgmt & District Admn,1
Labour Laws|Urban Planning|Law|History-----Local Self Govt,1
Labour Laws|Urban Planning|Law|History-----Industries,1
Labour Laws|Urban Planning|Law|History-----Water Resources,1
Local Self Govt|Hindi|Law-----Labour & Employment,1
Local Self Govt|Hindi|Law-----Tourism,1
English Lit|Psychology-----Personnel and General Administration,1
English Lit|Psychology-----Rural Dev,1
Metallurgy Engg|Business Admn.|Economics-----Commerce,1
English|English|Management-----Parliamentary Affairs,1
Local Self Govt|Hindi|Law-----Transport,1
"English|English|Management-----Consumer Affairs, Food & PD",1
English|English|Management-----Information & Broadcasting,1
English|English|Management-----Energy,1
English|English|Management-----Commerce,1
English|English|Management-----Social Justice & Empowerment,1
Political Sc.|Political Sc.|Public Admn-----Energy,1
Political Sc.|Political Sc.|Public Admn-----Social Justice & Empowerment,1
Political Sc.|Political Sc.|Public Admn-----Petroleum & Natural Gas,1
Physics|Economics|Political Sc.|Business Admn.|N.A.|Economics-----Staff Officers,1
English|English-----,1
French|Medicine|Intnl Trade.-----Commerce,1
English Lit|History|Dev Adm|Political Sc.-----Human Resource Dev,1
English Lit|History|Dev Adm|Political Sc.-----Home,1
English|Business Admn.|English-----,1
English Lit|Psychology-----Planning & Prog Implementation,1
English|Business Admn.|English-----Protocol,1
Physics|Housing and Environment-----Protocol,1
Physics|Computer Tech|Physics-----Law & Justice,1
Physics|Housing and Environment-----Defence,1
Physics|Housing and Environment-----Personnel and General Administration,1
Physics|Housing and Environment-----Environment & Forests,1
Physics|Housing and Environment-----Transport,1
Physics|Housing and Environment-----Planning & Prog Implementation,1
French|Medicine|Intnl Trade.-----Home,1
French|Medicine|Intnl Trade.-----Science & Technology,1
French|Medicine|Intnl Trade.-----Human Resource Dev,1
Physics|Computer Tech|Physics-----Information & Broadcasting,1
Physics|Computer Tech|Physics-----Rural Dev,1
Physics|Computer Tech|Physics-----Energy,1
French|Medicine|Intnl Trade.-----Environment & Forests,1
Botany|Law|Business Mgt|Botany-----Human Resource Dev,1
Zoology-----Water Resources,1
Law|Economics|Business Admn.|Physics|Social Pol&planning -uk-----Staff Officers,1
Law|Economics|Business Admn.|Physics|Social Pol&planning -uk-----Agriculture & Cooperation,1
Law|Economics|Business Admn.|Physics|Social Pol&planning -uk-----Industries,1
Law|Economics|Business Admn.|Physics|Social Pol&planning -uk-----Textiles,1
Assamese-----Rural Dev,1
Assamese-----Finance,1
Botany|Law|Business Mgt|Botany-----Industries,1
Physics|Economics|Political Sc.|Business Admn.|N.A.|Economics-----Public Works,1
French|Medicine|Intnl Trade.-----Planning & Prog Implementation,1
French|Medicine|Intnl Trade.-----Rural Dev,1
Pers.Mgt.|Public Admn-----Commerce,1
Botany|Chemistry-----Personnel and General Administration,1
Zoology|Eco Policy & Mgt|Zoology-----Urban Development,1
Zoology|Eco Policy & Mgt|Zoology-----ST Welfare,1
Zoology|Eco Policy & Mgt|Zoology-----Water Resources,1
Hindi|Law|Economics-----Local Self Govt,1
Law|Political Sc.|Political Sc.-----ST Welfare,1
English|Intnl Studies-----Tourism,1
Pers.Mgt.|Public Admn-----Corporate Management (New),1
English|Intnl Studies-----Public Works,1
Pers.Mgt.|Public Admn-----Finance,1
Pers.Mgt.|Public Admn-----Protocol,1
Intnl Relations|Political Sc.-----Planning & Prog Implementation,1
Economics|Business Mgt-----Defence,1
Intnl Relations|Political Sc.-----Urban Development,1
Commerce|Law|Commerce-----Corporate Management (New),1
Persian-----Urban Development,1
History|Law|History-----Planning & Prog Implementation,1
History|Law|History-----Transport,1
Economics|Law|Economics|Economics-----Law & Justice,1
Economics|Law|Economics|Economics-----Human Resource Dev,1
Botany|Botany-----Culture,1
English|Intnl Trade.|Intnl Relations-----N.Applicable,1
English|Intnl Trade.|Intnl Relations-----Urban Development,1
English|Intnl Studies-----Personnel and General Administration,1
Botany|Chemistry-----Labour & Employment,1
"Physics|Economics|Political Sc.|Business Admn.|N.A.|Economics-----Consumer Affairs, Food & PD",1
Economics|Law|Defence Studies|Economics|Political Eco|Economics-----Commerce,1
French|Medicine|Intnl Trade.-----Health & Family Welfare,1
Economics|Business Mgt-----Home,1
Economics|Business Mgt-----N.Applicable,1
Economics|Business Mgt-----Agriculture & Cooperation,1
Economics|Business Mgt-----Personnel and General Administration,1
English|English-----External Affairs,1
Botany|Chemistry-----Agriculture & Cooperation,1
English|English Lit|Art|Public Admn-----Social Justice & Empowerment,1
Business Admn.|Physics|Physics-----Staff Officers,1
English|English Lit|Art|Public Admn-----Water Resources,1
English|English Lit|Art|Public Admn-----Labour & Employment,1
English|English Lit|Art|Public Admn-----Human Resource Dev,1
English|English Lit|Art|Public Admn-----Home,1
Zoology|Law|English-----Personnel and General Administration,1
Zoology|Law|English-----Protocol,1
Zoology|Law|English-----Staff Officers,1
Business Admn.|Physics|Physics-----ST Welfare,1
Business Admn.|Physics|Physics-----Tourism,1
Business Admn.|Physics|Physics-----Rural Dev,1
Botany|Chemistry-----Energy,1
Business Admn.|Physics|Physics-----Health & Family Welfare,1
English Lit|Psychology-----Water Resources,1
English Lit|Psychology-----Health & Family Welfare,1
French|Medicine|Intnl Trade.-----Energy,1
English|Business Admn.|English-----Energy,1
English Lit|Psychology-----Defence,1
Agriculture|Business Admn.|Economics-----Social Justice & Empowerment,1
Hindi|Law-----Environment & Forests,1
History|Psychology-----Science & Technology,1
Electronics|Project Mgt-----Transport,1
Political Sc.|Business Admn.|Intnl.affairs|Political Sc.-----Protocol,1
Physics|Philosophy|Physics-----Agriculture & Cooperation,1
Physics|Philosophy|Physics-----Staff Officers,1
Physics|Philosophy|Physics-----Rural Dev,1
Physics|Philosophy|Physics-----ST Welfare,1
Physics|Philosophy|Physics-----Industries,1
Physics|Philosophy|Physics-----Protocol,1
Physics|Philosophy|Physics-----Home,1
Commerce|Business Admn.|Commerce|Company Mgt.|Cost Acct-----Commerce,1
English|Applied Eco.|English-----Social Justice & Empowerment,1
Physical Chem|English|Sociology-----N.Applicable,1
History|Psychology-----Protocol,1
Energy Planning|Electrical Engg.-----Personnel and General Administration,1
Energy Planning|Electrical Engg.-----Public Works,1
Energy Planning|Electrical Engg.-----Culture,1
Energy Planning|Electrical Engg.-----Home,1
History|Psychology-----,1
History|Psychology-----Corporate Management (New),1
History|Psychology-----Home,1
History|Psychology-----Industries,1
History|Psychology-----Information & Broadcasting,1
Physical Chem|English|Sociology-----Agriculture & Cooperation,1
History|Psychology-----Urban Development,1
Physical Chem|English|Sociology-----Communications & Information Technology,1
