Item,Count,Field,Subject
,1,Industries,French|Chemistry|Russian
,1,Commerce,Civil Engg|Business Admn.
,1,Human Resource Dev,Civil Engg|Business Admn.
,1,Public Works,Law|Public Admn|English|Mathematics
,1,Industries,Law|Public Admn|English|Mathematics
,1,Energy,Crimnology|Social Work|Dev Studies
,1,Finance,Crimnology|Social Work|Dev Studies
,1,Personnel and General Administration,Crimnology|Social Work|Dev Studies
,1,Health & Family Welfare,Crimnology|Social Work|Dev Studies
,1,N.Applicable,French|Chemistry|Russian
,1,Human Resource Dev,French|Chemistry|Russian
,1,Water Resources,Economics|Development Economics
,1,Health & Family Welfare,National Dev|Law|Development|Political Sc.
,1,Industries,Mathematics|Hindi
,1,Labour & Employment,Mathematics|Hindi
,1,"Consumer Affairs, Food & PD",Mathematics|Hindi
,1,Local Self Govt,Mathematics|Hindi
,1,Home,Mathematics|Hindi
,1,Personnel and General Administration,Mathematics|Hindi
,1,Energy,Mathematics|Hindi
,1,Agriculture & Cooperation,Mathematics|Hindi
,1,Urban Development,Mathematics|Hindi
,1,Social Justice & Empowerment,National Dev|Law|Development|Political Sc.
,1,Personnel and General Administration,Law|English|Business Admn.
,1,Urban Development,National Dev|Law|Development|Political Sc.
,1,"Consumer Affairs, Food & PD",National Dev|Law|Development|Political Sc.
,1,Finance,National Dev|Law|Development|Political Sc.
,1,Youth Affairs & Sports,National Dev|Law|Development|Political Sc.
,1,Energy,Metallurgy Engg
,1,Industries,French|Political Sc.|Intnl Relations
,1,Labour & Employment,French|Chemistry|Russian
,1,Textiles,French|Chemistry|Russian
,1,Health & Family Welfare,French|Chemistry|Russian
,1,Science & Technology,Economics|Development Economics
,1,Urban Development,English|Marathi
,1,Land Revenue Mgmt & District Admn,Geography|Law|Mathematics
,1,Defence,Environmental Science|Rural Dev|Physics|Gender Analysis
,1,Information & Broadcasting,Law|English
,1,Culture,Electrical Engg.
,1,Labour & Employment,Hindi|Law|Communication
,1,Personnel and General Administration,Hindi|Law|Communication
,1,Home,Hindi|Law|Communication
,1,Social Justice & Empowerment,Hindi|Law|Communication
,1,ST Welfare,Hindi|Law|Communication
,1,Human Resource Dev,Hindi|Law|Communication
,1,Rural Dev,Law|Geography|English
,1,Transport,Environmental Science|Rural Dev|Physics|Gender Analysis
,1,Environment & Forests,English|Law|Physics
,1,Women & Child Dev,Environmental Science|Rural Dev|Physics|Gender Analysis
,1,Industries,Environmental Science|Rural Dev|Physics|Gender Analysis
,1,Health & Family Welfare,Law|Public Admn|Botany|Business Admn.
,1,Urban Development,Law|Public Admn|Botany|Business Admn.
,1,Transport,Law|Public Admn|Botany|Business Admn.
,1,Planning & Prog Implementation,Law|Public Admn|Botany|Business Admn.
,1,Rural Dev,Law|Public Admn|Botany|Business Admn.
,1,Water Resources,N.A.|Economics|Public Admn|Law
,1,Urban Development,N.A.|Economics|Public Admn|Law
,1,Urban Development,English|Law|Physics
,1,Social Justice & Empowerment,English|Law|Physics
,1,"Consumer Affairs, Food & PD",English|Marathi
,1,Human Resource Dev,Dev Adm|Electronics
,1,Rural Dev,English|Marathi
,1,Land Revenue Mgmt & District Admn,Law|Public Admn|English|Mathematics
,1,Industries,English|Marathi
,1,Information & Broadcasting,Economics|Law|Political Sc.
,1,Protocol,Economics|Law|Political Sc.
,1,Social Justice & Empowerment,Dev Adm|Electronics
,1,Agriculture & Cooperation,Dev Adm|Electronics
,1,Home,Dev Adm|Electronics
,1,Science & Technology,Dev Adm|Electronics
,1,Industries,Dev Adm|Electronics
,1,Agriculture & Cooperation,English|Law|Physics
,1,Information & Broadcasting,Dev Adm|Electronics
,1,Protocol,Philosophy|Economics|Sociology
,1,Home,Philosophy|Economics|Sociology
,1,Finance,Philosophy|Economics|Sociology
,1,Women & Child Dev,Philosophy|Economics|Sociology
,1,N.Applicable,Philosophy|Economics|Sociology
,1,Planning & Prog Implementation,Philosophy|Economics|Sociology
,1,Local Self Govt,Philosophy|Economics|Sociology
,1,Culture,Sociology
,1,Energy,Indl.mgt|English
,1,Finance,Indl.mgt|English
,1,Land Revenue Mgmt & District Admn,Indl.mgt|English
,1,N.Applicable,Economics|Hindi
,1,Staff Officers,Political Sc.|Business Admn.
,1,Environment & Forests,Dev Studies|History
,1,Defence,Economics|Hindi
,1,Human Resource Dev,Economics|Law|Hindi
,1,Parliamentary Affairs,Law|English
,1,"Consumer Affairs, Food & PD",Law|Hindi
,1,Rural Dev,Law|Hindi
,1,Environment & Forests,Economics|Labour Welfare
,1,Information & Broadcasting,Economics|Labour Welfare
,1,Planning & Prog Implementation,Engineeriing
,1,Development_of_NER,Political Sc.|Business Admn.
,1,Public Works,Engineeriing
,1,N.Applicable,Law|Geography|English
,1,Social Justice & Empowerment,Law|Geography|English
,1,Home,Law|Geography|English
,1,Transport,Law|Geography|English
,1,Finance,Dev Studies|History|Social Work
,1,Personnel and General Administration,Dev Studies|History|Social Work
,1,Home,Dev Studies|History|Social Work
,1,Social Justice & Empowerment,Dev Studies|History|Social Work
,1,Corporate Management (New),Dev Studies|History
,1,Social Justice & Empowerment,Dev Studies|History
,1,Water Resources,Indl.mgt|English
,1,Finance,Dev Studies|History
,1,Transport,Economics|Law|Banking
,1,Youth Affairs & Sports,Economics|Law|Banking
,1,Finance,Economics|Law|Banking
,1,ST Welfare,Economics|Law|Banking
,1,Tourism,Economics|Law|Banking
,1,Local Self Govt,Sociology|Physics
,1,"Consumer Affairs, Food & PD",Dev Studies|History
,1,Law & Justice,Dev Studies|History
,1,Health & Family Welfare,Dev Studies|History
,1,Planning & Prog Implementation,Philosophy|Economics|Electrical Engg.|Management
,1,Parliamentary Affairs,Political Sc.|Russian
,1,Social Justice & Empowerment,Philosophy|Economics|Electrical Engg.|Management
,1,Finance,Philosophy|Economics|Electrical Engg.|Management
,1,N.Applicable,Philosophy|Economics|Electrical Engg.|Management
,1,Labour & Employment,Philosophy|Economics|Electrical Engg.|Management
,1,Personnel and General Administration,Philosophy|Economics|Electrical Engg.|Management
,1,Communications & Information Technology,Philosophy|Economics|Electrical Engg.|Management
,1,Protocol,Philosophy|Economics|Electrical Engg.|Management
,1,Water Resources,Philosophy|Economics|Electrical Engg.|Management
,1,N.Applicable,Political Sc.|Russian
,1,Tourism,Economics|Hindi
,1,Health & Family Welfare,Dev Studies|History|Social Work
,1,Human Resource Dev,Dev Studies|History|Social Work
,1,Finance,Labour Laws|Export Mgt|Urban Planning|Public Admn|Law|Planning.|Physics
,1,Science & Technology,Economics|Public Admn|English Lit
,1,Staff Officers,Botany|Forestry
,1,Energy,Economics|Public Admn|English Lit
,1,"Consumer Affairs, Food & PD",Rural Dev|History
,1,Human Resource Dev,Economics|Public Admn|English Lit
,1,Industries,Economics|Public Admn|English Lit
,1,Tourism,Rural Dev|History
,1,Home,Rural Dev|History
,1,Labour & Employment,Physics|Chemistry
,1,Home,Labour Laws|Export Mgt|Urban Planning|Public Admn|Law|Planning.|Physics
,1,N.Applicable,Dev Adm|Law|Mathematics
,1,Energy,Labour Laws|Export Mgt|Urban Planning|Public Admn|Law|Planning.|Physics
,1,Planning & Prog Implementation,Labour Laws|Export Mgt|Urban Planning|Public Admn|Law|Planning.|Physics
,1,Land Revenue Mgmt & District Admn,Labour Laws|Export Mgt|Urban Planning|Public Admn|Law|Planning.|Physics
,1,Transport,Labour Laws|Export Mgt|Urban Planning|Public Admn|Law|Planning.|Physics
,1,Public Works,Metallurgy Engg
,1,Agriculture & Cooperation,Indl.mgt|English
,1,Transport,Indl.mgt|English
,1,Public Works,Indl.mgt|English
,1,Information & Broadcasting,Indl.mgt|English
,1,Law & Justice,Law|Physics
,1,"Consumer Affairs, Food & PD",Economics|Public Admn|English Lit
,1,Protocol,Economics|Public Admn|English Lit
,1,Rural Dev,Telugu
,1,Environment & Forests,Dev Adm|Law|Mathematics
,1,Human Resource Dev,Dev Adm|Law|Mathematics
,1,Home,Dev Adm|Law|Mathematics
,1,Social Justice & Empowerment,Dev Adm|Law|Mathematics
,1,Land Revenue Mgmt & District Admn,Dev Adm|Law|Mathematics
,1,Law & Justice,Economics|Hindi
,1,Transport,Law|Commerce|Business Admn.
,1,Defence,Law|Commerce|Business Admn.
,1,Urban Development,Law|Commerce|Business Admn.
,1,Industries,Economics|Hindi
,1,Science & Technology,Management|Physics
,1,Finance,Management|Physics
,1,N.Applicable,Management|Physics
,1,Women & Child Dev,Management|Physics
,1,Staff Officers,Management|Physics
,1,Environment & Forests,Telugu
,1,Tourism,Telugu
,1,"Consumer Affairs, Food & PD",Telugu
,1,Finance,Telugu
,1,Finance,N.A.|Economics|Public Admn|Law
,1,Law & Justice,N.A.|Economics|Public Admn|Law
,1,Information & Broadcasting,Electrical Engg.|Business Admn.
,1,Rural Dev,Economics|Art
,1,Industries,English|English Lit|Yoga
,1,Social Justice & Empowerment,Economics|Art
,1,Commerce,Economics|Art
,1,Industries,Economics|Art
,1,Textiles,Economics|Art
,1,Finance,English|English Lit|Yoga
,1,Finance,Economics|Art
,1,Water Resources,Economics|Art
,1,Health & Family Welfare,English|English Lit|Yoga
,1,Home,Economics|Art
,1,Tourism,English|English Lit|Yoga
,1,Personnel and General Administration,N.A.|Economics|History
,1,Industries,N.A.|Economics|History
,1,Energy,N.A.|Economics|History
,1,Agriculture & Cooperation,N.A.|Economics|History
,1,Social Justice & Empowerment,N.A.|Economics|History
,1,Defence,Economics|Business Admn.
,1,Industries,Management|History|Political Sc.
,1,Science & Technology,Management|History|Political Sc.
,1,,Indus Relations|Economics
,1,Home,Electronics|Business Admn.
,1,Human Resource Dev,English|English Lit|Yoga
,1,Social Justice & Empowerment,English|Management
,1,"Consumer Affairs, Food & PD",Economics|Law|Defence Studies|Political Eco
,1,N.Applicable,Mathematics|Political Sc.
,1,Industries,Mathematics|Political Sc.
,1,Petroleum & Natural Gas,Public Admn|Political Sc.
,1,Science & Technology,Mathematics|Political Sc.
,1,Commerce,Economics|Law|Defence Studies|Political Eco
,1,Science & Technology,Economics|Law|Defence Studies|Political Eco
,1,Rural Dev,Mathematics|Political Sc.
,1,Law & Justice,Economics|Law|Defence Studies|Political Eco
,1,Staff Officers,Economics|Law|Defence Studies|Political Eco
,1,Personnel and General Administration,Public Admn|Law|Political Sc.|Russian
,1,Transport,English|English Lit|Yoga
,1,Urban Development,Mathematics|Political Sc.
,1,Transport,Public Admn|Law|Political Sc.|Russian
,1,Staff Officers,Public Admn|Law|Political Sc.|Russian
,1,Energy,Public Admn|Law|Political Sc.|Russian
,1,Industries,Public Admn|Law|Political Sc.|Russian
,1,Finance,Mathematics|Political Sc.
,1,Law & Justice,Electronics|Business Admn.
,1,Home,English|English Lit|Yoga
,1,Communications & Information Technology,Electronics|Business Admn.
,1,Environment & Forests,Indus Relations|Economics
,1,Tourism,Indus Relations|Economics
,1,,Law|Botany|Business Mgt
,1,Urban Development,Zoology|Eco Policy & Mgt
,1,Rural Dev,Assamese
,1,Health & Family Welfare,Nuclear Physics|Mathematics
,1,Human Resource Dev,Nuclear Physics|Mathematics
,1,Chemicals & Fertilizers,Nuclear Physics|Mathematics
,1,Agriculture & Cooperation,Nuclear Physics|Mathematics
,1,Planning & Prog Implementation,Zoology|Eco Policy & Mgt
,1,Rural Dev,Zoology|Eco Policy & Mgt
,1,Water Resources,Zoology|Eco Policy & Mgt
,1,ST Welfare,Zoology|Eco Policy & Mgt
,1,Staff Officers,Economics|Law|Social Pol&planning -uk|Physics|Business Admn.
,1,Finance,Management|History|Political Sc.
,1,Agriculture & Cooperation,Economics|Law|Social Pol&planning -uk|Physics|Business Admn.
,1,Industries,Economics|Law|Social Pol&planning -uk|Physics|Business Admn.
,1,Textiles,Economics|Law|Social Pol&planning -uk|Physics|Business Admn.
,1,Chemicals & Fertilizers,Law|Political Sc.
,1,Rural Dev,Economics|Law|Social Pol&planning -uk|Physics|Business Admn.
,1,Home,Economics|Law|Social Pol&planning -uk|Physics|Business Admn.
,1,Mines & Minerals,Physics|Chemistry
,1,Textiles,Public Admn|English
,1,Urban Development,Geography|Law
,1,Agriculture & Cooperation,Assamese
,1,Finance,Assamese
,1,Rural Dev,Computer Tech|Physics
,1,Information & Broadcasting,Computer Tech|Physics
,1,Finance,Law|Botany|Business Mgt
,1,"Consumer Affairs, Food & PD",Law|Botany|Business Mgt
,1,Women & Child Dev,Law|Botany|Business Mgt
,1,Labour & Employment,Law|Botany|Business Mgt
,1,Industries,Law|Botany|Business Mgt
,1,Human Resource Dev,Law|Botany|Business Mgt
,1,"Consumer Affairs, Food & PD",Management|History|Political Sc.
,1,Home,Dev Adm|English Lit|History|Political Sc.
,1,Human Resource Dev,Dev Adm|English Lit|History|Political Sc.
,1,Health & Family Welfare,Economics|Hindi
,1,Land Revenue Mgmt & District Admn,Law|History|Labour Laws|Urban Planning
,1,Local Self Govt,Law|History|Labour Laws|Urban Planning
,1,Industries,Law|History|Labour Laws|Urban Planning
,1,Water Resources,Law|History|Labour Laws|Urban Planning
,1,Labour & Employment,Local Self Govt|Law|Hindi
,1,Tourism,Local Self Govt|Law|Hindi
,1,Transport,Local Self Govt|Law|Hindi
,1,Energy,Computer Tech|Physics
,1,Law & Justice,Computer Tech|Physics
,1,Transport,Mathematics|Political Sc.
,1,Commerce,English|Management
,1,Culture,Electrical Engg.|Business Admn.
,1,Corporate Management (New),Development Economics|Mathematics|Physics|Economics
,1,Water Resources,Public Admn|English|English Lit|Art
,1,Labour & Employment,Public Admn|English|English Lit|Art
,1,Human Resource Dev,Public Admn|English|English Lit|Art
,1,Home,Public Admn|English|English Lit|Art
,1,Personnel and General Administration,English|Zoology|Law
,1,Human Resource Dev,Social Sciences|Public Admn|English Lit
,1,Protocol,English|Zoology|Law
,1,Staff Officers,English|Zoology|Law
,1,Health & Family Welfare,Psychology|English Lit
,1,Rural Dev,Psychology|English Lit
,1,N.Applicable,Public Admn|English|English Lit|Art
,1,Personnel and General Administration,Psychology|English Lit
,1,Planning & Prog Implementation,Psychology|English Lit
,1,Defence,Psychology|English Lit
,1,Social Justice & Empowerment,Development Economics|Mathematics|Physics|Economics
,1,Energy,English|Business Admn.
,1,Protocol,English|Business Admn.
,1,"Consumer Affairs, Food & PD",Development Economics|Mathematics|Physics|Economics
,1,Agriculture & Cooperation,German|Economics
,1,Information & Broadcasting,German|Economics
,1,Social Justice & Empowerment,Public Admn|English|English Lit|Art
,1,Home,Social Sciences|Public Admn|English Lit
,1,Energy,English|Management
,1,Land Revenue Mgmt & District Admn,Environmental Science|Physics
,1,,Environmental Science|Physics
,1,Energy,Environmental Science|Physics
,1,Mines & Minerals,Environmental Science|Physics
,1,Water Resources,Environmental Science|Physics
,1,Textiles,Environmental Science|Physics
,1,Social Justice & Empowerment,Environmental Science|Physics
,1,Finance,Environmental Science|Physics
,1,Transport,Environmental Science|Physics
,1,Industries,Environmental Science|Physics
,1,Planning & Prog Implementation,French|Chemistry|Business Admn.
,1,Personnel and General Administration,Social Sciences|Public Admn|English Lit
,1,Personnel and General Administration,French|Chemistry|Business Admn.
,1,Finance,French|Chemistry|Business Admn.
,1,"Consumer Affairs, Food & PD",French|Chemistry|Business Admn.
,1,Human Resource Dev,French|Chemistry|Business Admn.
,1,N.Applicable,French|Chemistry|Business Admn.
,1,Agriculture & Cooperation,French|Chemistry|Business Admn.
,1,Water Resources,French|Chemistry|Business Admn.
,1,Industries,French|Chemistry|Business Admn.
,1,Science & Technology,Public Admn|English|English Lit|Art
,1,,Housing and Environment|Physics
,1,Environment & Forests,German|Economics
,1,Protocol,Housing and Environment|Physics
,1,Public Works,Economics|Political Sc.|N.A.|Physics|Business Admn.
,1,Planning & Prog Implementation,French|Nautical Science|Finance|History
,1,Chemicals & Fertilizers,German|Economics
,1,Human Resource Dev,French|Nautical Science|Finance|History
,1,N.Applicable,French|Nautical Science|Finance|History
,1,Defence,French|Nautical Science|Finance|History
,1,Rural Dev,French|Nautical Science|Finance|History
,1,Public Works,English|History
,1,Human Resource Dev,Mathematics|Political Sc.
,1,Personnel and General Administration,Economics|Political Sc.|N.A.|Physics|Business Admn.
,1,Staff Officers,Economics|Political Sc.|N.A.|Physics|Business Admn.
,1,Defence,Housing and Environment|Physics
,1,"Consumer Affairs, Food & PD",Economics|Political Sc.|N.A.|Physics|Business Admn.
,1,Women & Child Dev,Economics|Political Sc.|N.A.|Physics|Business Admn.
,1,Energy,Botany|Chemistry
,1,External Affairs,English
,1,Labour & Employment,Mathematics|Political Sc.
,1,Parliamentary Affairs,English|Management
,1,Youth Affairs & Sports,Mathematics|Political Sc.
,1,"Consumer Affairs, Food & PD",English|Management
,1,Information & Broadcasting,English|Management
,1,"Consumer Affairs, Food & PD",French|Nautical Science|Finance|History
,1,Social Justice & Empowerment,French|Nautical Science|Finance|History
,1,Human Resource Dev,German|Economics
,1,N.Applicable,German|Economics
,1,Personnel and General Administration,Housing and Environment|Physics
,1,Environment & Forests,Housing and Environment|Physics
,1,Transport,Housing and Environment|Physics
,1,Labour & Employment,German|Economics
,1,Planning & Prog Implementation,Housing and Environment|Physics
,1,Home,Medicine|French|Intnl Trade.
,1,Public Works,German|Economics
,1,Science & Technology,Medicine|French|Intnl Trade.
,1,Human Resource Dev,Medicine|French|Intnl Trade.
,1,Energy,Medicine|French|Intnl Trade.
,1,Environment & Forests,Medicine|French|Intnl Trade.
,1,Health & Family Welfare,Medicine|French|Intnl Trade.
,1,Commerce,Medicine|French|Intnl Trade.
,1,Planning & Prog Implementation,Medicine|French|Intnl Trade.
,1,Rural Dev,Medicine|French|Intnl Trade.
,1,Defence,Economics|Business Mgt
,1,Home,Economics|Business Mgt
,1,N.Applicable,Economics|Business Mgt
,1,Agriculture & Cooperation,Economics|Business Mgt
,1,Commerce,Economics|Law|Banking
,1,Home,Economics|Law|Banking
,1,Public Works,Law
,1,Urban Development,Economics|French|German|Hindi|Pharmacology|Russian|Physics|Business Admn.
,1,Social Justice & Empowerment,Rural Dev|Education|Hindi|Political Sc.
,1,Planning & Prog Implementation,Law|English|Economics
,1,Environment & Forests,Law|Public Admn|Commerce|Political Sc.
,1,Agriculture & Cooperation,Law|Public Admn|Commerce|Political Sc.
,1,Urban Development,Law|Public Admn|Commerce|Political Sc.
,1,Rural Dev,Zoology|Law
,1,Mines & Minerals,Economics|French|German|Hindi|Pharmacology|Russian|Physics|Business Admn.
,1,Environment & Forests,Economics|French|German|Hindi|Pharmacology|Russian|Physics|Business Admn.
,1,Transport,Economics|French|German|Hindi|Pharmacology|Russian|Physics|Business Admn.
,1,Health & Family Welfare,Economics|French|German|Hindi|Pharmacology|Russian|Physics|Business Admn.
,1,Home,Rural Dev|Education|Hindi|Political Sc.
,1,N.Applicable,Economics|French|German|Hindi|Pharmacology|Russian|Physics|Business Admn.
,1,Labour & Employment,Economics|French|German|Hindi|Pharmacology|Russian|Physics|Business Admn.
,1,Personnel and General Administration,Economics|French|German|Hindi|Pharmacology|Russian|Physics|Business Admn.
,1,Home,Economics|French|German|Hindi|Pharmacology|Russian|Physics|Business Admn.
,1,Energy,Economics|Education
,1,Finance,Geography|Law|Political Sc.
,1,Corporate Management (New),Geography|Law|Political Sc.
,1,Labour & Employment,Geography|Law|Political Sc.
,1,Industries,Geography|Law|Political Sc.
,1,Urban Development,Rural Dev|Education|Hindi|Political Sc.
,1,Human Resource Dev,Rural Dev|Education|Hindi|Political Sc.
,1,Law & Justice,Gujarati|Law
,1,Corporate Management (New),Economics|Law|Physics
,1,"Consumer Affairs, Food & PD",Sanskrit|Law
,1,Public Works,Law|English|Cost Acct|Economic Dev.
,1,Transport,Philosophy|Economics|Law
,1,Labour & Employment,Philosophy|Economics|Law
,1,Land Revenue Mgmt & District Admn,Philosophy|Economics|Law
,1,Urban Development,Philosophy|Economics|Law
,1,Planning & Prog Implementation,Economics|Law|Physics
,1,Social Justice & Empowerment,Economics|Law|Physics
,1,Environment & Forests,Economics|Law|Physics
,1,N.Applicable,Philosophy|Economics|Management|Business Admn.
,1,Environment & Forests,Rural Dev|Education|Hindi|Political Sc.
,1,Home,Philosophy|Economics|Management|Business Admn.
,1,Personnel and General Administration,Philosophy|Economics|Management|Business Admn.
,1,Law & Justice,Law|English|Cost Acct|Economic Dev.
,1,Law & Justice,Political Sc.|Napalese
,1,Youth Affairs & Sports,Political Sc.|Napalese
,1,"Consumer Affairs, Food & PD",Political Sc.|Napalese
,1,Transport,Political Sc.|Napalese
,1,Social Justice & Empowerment,Political Sc.|Napalese
,1,Information & Broadcasting,Political Sc.|Napalese
,1,Corporate Management (New),Law|Hindi
,1,Mines & Minerals,"Political Sc.|Demography,"
,1,Labour & Employment,Law|Hindi
,1,Labour & Employment,Banking|Commerce|Law
,1,Staff Officers,Economics|Public Admn
,1,Labour & Employment,French|Rural Dev|Economics
,1,Staff Officers,French|Rural Dev|Economics
,1,N.Applicable,French|Rural Dev|Economics
,1,Industries,Public Admn|Civil Engg
,1,Protocol,History|Sociology|History (hons)
,1,Energy,History|Sociology|History (hons)
,1,Social Justice & Empowerment,History|Sociology|History (hons)
,1,Home,History|Sociology|History (hons)
,1,Law & Justice,Banking|Commerce|Law
,1,Mines & Minerals,Hindi
,1,N.Applicable,Banking|Commerce|Law
,1,Health & Family Welfare,Banking|Commerce|Law
,1,Industries,Banking|Commerce|Law
,1,Information & Broadcasting,Banking|Commerce|Law
,1,Rural Dev,Law|Agriculture
,1,Home,Law|Agriculture
,1,Agriculture & Cooperation,Local Self Govt|Economics|Law
,1,Social Justice & Empowerment,Economics|Hindi
,1,Environment & Forests,Zoology|Anthropology
,1,Planning & Prog Implementation,Economics|Law|History
,1,Finance,Cooperation|Commerce|Law|Economics
,1,Environment & Forests,Economics|Law|History
,1,Rural Dev,Philosophy|Economics
,1,Energy,"Political Sc.|Demography,"
,1,Health & Family Welfare,"Political Sc.|Demography,"
,1,Tourism,Economics|Law|History
,1,Corporate Management (New),Law|Mathematics
,1,Urban Development,Chemistry|Business Admn.
,1,Parliamentary Affairs,N.A.|Law
,1,Law & Justice,German|English Lit|Linguistics
,1,Planning & Prog Implementation,German|English Lit|Linguistics
,1,Culture,Economics|Law|History
,1,Transport,German|English Lit|Linguistics
,1,Agriculture & Cooperation,German|English Lit|Linguistics
,1,Urban Development,German|English Lit|Linguistics
,1,Personnel and General Administration,German|English Lit|Linguistics
,1,Land Revenue Mgmt & District Admn,German|English Lit|Linguistics
,1,Tourism,Physics|Political Sc.
,1,Industries,Physics|Political Sc.
,1,Water Resources,Physics|Political Sc.
,1,Commerce,Philosophy|Economics
,1,Home,Philosophy|Economics
,1,Human Resource Dev,Sanskrit|Law
,1,Land Revenue Mgmt & District Admn,Gujarati|Law
,1,Urban Development,Law|History|Chemistry
,1,Tourism,Law|English|English Lit|Applied Eco.
,1,N.Applicable,Social Pol&planning -uk|Electrical Engg.|Physics
,1,Home,Social Pol&planning -uk|Electrical Engg.|Physics
,1,Planning & Prog Implementation,Social Pol&planning -uk|Electrical Engg.|Physics
,1,Home,Law|English|Economics
,1,Law & Justice,English Lit|Education
,1,Health & Family Welfare,English Lit|Education
,1,N.Applicable,English Lit|Education
,1,Information & Broadcasting,English Lit|Education
,1,Personnel and General Administration,English Lit|Education
,1,Home,Law|English|English Lit|Applied Eco.
,1,Human Resource Dev,Social Pol&planning -uk|Electrical Engg.|Physics
,1,Human Resource Dev,Law|English|English Lit|Applied Eco.
,1,Local Self Govt,Law|English|English Lit|Applied Eco.
,1,Industries,Law|English|English Lit|Applied Eco.
,1,"Consumer Affairs, Food & PD",Law|English|English Lit|Applied Eco.
,1,Information & Broadcasting,Economics|English Lit|Mathematics
,1,Finance,Law|English|English Lit|Applied Eco.
,1,Rural Dev,Law|English|English Lit|Applied Eco.
,1,Culture,Accountancy
,1,ST Welfare,Accountancy
,1,Rural Dev,Social Pol&planning -uk|Electrical Engg.|Physics
,1,Information & Broadcasting,Social Pol&planning -uk|Electrical Engg.|Physics
,1,Industries,Gujarati|Law
,1,Law & Justice,Mech.engg.|French|System Analysis
,1,Transport,History|Russian
,1,Labour & Employment,Economics|Business Admn.
,1,"Consumer Affairs, Food & PD",History|Russian
,1,Home,History|Russian
,1,Health & Family Welfare,History|Russian
,1,Human Resource Dev,History|Russian
,1,Science & Technology,Economics|English Lit|Mathematics
,1,Labour & Employment,Economics|English Lit|Mathematics
,1,Corporate Management (New),Mech.engg.|French|System Analysis
,1,Rural Dev,Economics|English Lit|Mathematics
,1,Youth Affairs & Sports,Social Pol&planning -uk|Electrical Engg.|Physics
,1,Health & Family Welfare,Mech.engg.|French|System Analysis
,1,Industries,Mech.engg.|French|System Analysis
,1,Industries,Education|Business Admn.
,1,Planning & Prog Implementation,Education|Business Admn.
,1,Labour & Employment,Education|Business Admn.
,1,Social Justice & Empowerment,Education|Business Admn.
,1,Textiles,Education|Business Admn.
,1,Human Resource Dev,Education|Business Admn.
,1,Personnel and General Administration,Social Pol&planning -uk|Electrical Engg.|Physics
,1,Social Justice & Empowerment,English Lit|Business Admn.
,1,Labour & Employment,English Lit|Business Admn.
,1,Urban Development,English Lit|Business Admn.
,1,N.Applicable,Economics|Political Eco
,1,Local Self Govt,Law|English|Mathematics
,1,Parliamentary Affairs,Philosophy
,1,Human Resource Dev,Economics|Law|Mathematics
,1,N.Applicable,Economics|Law|Mathematics
,1,Agriculture & Cooperation,Economics|Law|Mathematics
,1,"Consumer Affairs, Food & PD",Economics|Law|Mathematics
,1,,Economics|Political Eco
,1,Energy,Economics|Political Eco
,1,Industries,Economics|Political Eco
,1,Home,Economics|Political Eco
,1,Health & Family Welfare,Economics|English Lit|Mathematics
,1,Agriculture & Cooperation,Economics|Political Eco
,1,"Consumer Affairs, Food & PD",Economics|Political Eco
,1,Rural Dev,Law|English|Cost Acct|Economic Dev.
,1,Agriculture & Cooperation,Labour Welfare|Commerce
,1,Personnel and General Administration,Labour Welfare|Commerce
,1,Health & Family Welfare,Labour Welfare|Commerce
,1,N.Applicable,Gujarati|Law
,1,Youth Affairs & Sports,Gujarati|Law
,1,ST Welfare,Gujarati|Law
,1,Public Works,Law|English|Mathematics
,1,N.Applicable,Law|English|Mathematics
,1,Agriculture & Cooperation,Law|English|Cost Acct|Economic Dev.
,1,Personnel and General Administration,Law|English|Cost Acct|Economic Dev.
,1,Home,Law|English|Cost Acct|Economic Dev.
,1,Textiles,Business Admn.|Physics|Behav Science
,1,Land Revenue Mgmt & District Admn,Law|English|Cost Acct|Economic Dev.
,1,Social Justice & Empowerment,Business Admn.|Physics|Behav Science
,1,Rural Dev,Public Policy & Mgmt|Public Mgmt|Rural Dev|English Lit
,1,Home,Public Policy & Mgmt|Public Mgmt|Rural Dev|English Lit
,1,Women & Child Dev,Public Policy & Mgmt|Public Mgmt|Rural Dev|English Lit
,1,N.Applicable,Public Policy & Mgmt|Public Mgmt|Rural Dev|English Lit
,1,ST Welfare,Public Policy & Mgmt|Public Mgmt|Rural Dev|English Lit
,1,Land Revenue Mgmt & District Admn,Public Policy & Mgmt|Public Mgmt|Rural Dev|English Lit
,1,Personnel and General Administration,Public Policy & Mgmt|Public Mgmt|Rural Dev|English Lit
,1,N.Applicable,Public Admn|Physics|Business Admn.
,1,Human Resource Dev,Public Admn|Physics|Business Admn.
,1,Communications & Information Technology,Public Admn|Physics|Business Admn.
,1,Local Self Govt,Public Admn|Physics|Business Admn.
,1,Urban Development,Public Admn|Physics|Business Admn.
,1,Information & Broadcasting,Public Admn|Physics|Business Admn.
,1,Urban Development,Law|English|Cost Acct|Economic Dev.
,1,Planning & Prog Implementation,English|Sociology
,1,Water Resources,Law|History|Chemistry
,1,Energy,Zoology|Anthropology
,1,ST Welfare,Psychology
,1,Health & Family Welfare,Development Economics|Finance|Electronics
,1,Tourism,Education|History
,1,Transport,Law|Commerce|Economics|Business Admn.
,1,"Consumer Affairs, Food & PD",Education|History
